feature_id,geometry_type,coordinates,geometry_format
way/74041786,LineString,"[[37.851471, 55.7083859], [37.8513711, 55.7082473], [37.8513124, 55.7081644], [37.8511507, 55.7079427], [37.8507407, 55.7073432]]","LINESTRING(55.7083859 37.851471,55.7082473 37.8513711,55.7081644 37.8513124,55.7079427 37.8511507,55.7073432 37.8507407)"
way/74041787,LineString,"[[37.8508635, 55.7052207], [37.8516682, 55.7058162], [37.851748, 55.7058718]]","LINESTRING(55.7052207 37.8508635,55.7058162 37.8516682,55.7058718 37.851748)"
way/74041788,LineString,"[[37.8497655, 55.7060237], [37.8496703, 55.7058898], [37.8496874, 55.7057725], [37.8497432, 55.7056687], [37.8498157, 55.7056206], [37.849856, 55.7055991], [37.8499066, 55.7055783], [37.8499994, 55.7055434], [37.8501855, 55.7054733], [37.85049, 55.7053667], [37.8506388, 55.7053108], [37.85073, 55.7052753], [37.8508635, 55.7052207]]","LINESTRING(55.7060237 37.8497655,55.7058898 37.8496703,55.7057725 37.8496874,55.7056687 37.8497432,55.7056206 37.8498157,55.7055991 37.849856,55.7055783 37.8499066,55.7055434 37.8499994,55.7054733 37.8501855,55.7053667 37.85049,55.7053108 37.8506388,55.7052753 37.85073,55.7052207 37.8508635)"
way/74042511,LineString,"[[37.9031013, 55.7170712], [37.9030744, 55.7169367], [37.9025875, 55.7157841], [37.9025186, 55.715631], [37.90231, 55.7152891], [37.9015931, 55.7140603], [37.9006412, 55.7126701], [37.9006147, 55.7126312], [37.9003383, 55.712318], [37.8998395, 55.7117184], [37.8986968, 55.7103639], [37.8986557, 55.7103152]]","LINESTRING(55.7170712 37.9031013,55.7169367 37.9030744,55.7157841 37.9025875,55.715631 37.9025186,55.7152891 37.90231,55.7140603 37.9015931,55.7126701 37.9006412,55.7126312 37.9006147,55.712318 37.9003383,55.7117184 37.8998395,55.7103639 37.8986968,55.7103152 37.8986557)"
way/74047494,LineString,"[[37.7972728, 56.0083027], [37.7973669, 56.008291], [37.7974632, 56.0082932], [37.7975554, 56.0083091], [37.7976372, 56.0083376], [37.7977032, 56.0083769], [37.7977492, 56.0084243], [37.7977719, 56.0084767], [37.7977699, 56.0085306], [37.7977434, 56.0085824], [37.797694, 56.0086287], [37.7976251, 56.0086664], [37.7975413, 56.0086931], [37.797449, 56.0087067], [37.7973536, 56.0087069], [37.7972611, 56.0086936], [37.7971777, 56.0086677], [37.7971055, 56.0086284], [37.7970547, 56.0085799], [37.7970288, 56.0085255], [37.7970297, 56.0084693], [37.7970575, 56.0084152], [37.7971101, 56.0083672], [37.7971836, 56.0083288], [37.7972728, 56.0083027]]","LINESTRING(56.0083027 37.7972728,56.008291 37.7973669,56.0082932 37.7974632,56.0083091 37.7975554,56.0083376 37.7976372,56.0083769 37.7977032,56.0084243 37.7977492,56.0084767 37.7977719,56.0085306 37.7977699,56.0085824 37.7977434,56.0086287 37.797694,56.0086664 37.7976251,56.0086931 37.7975413,56.0087067 37.797449,56.0087069 37.7973536,56.0086936 37.7972611,56.0086677 37.7971777,56.0086284 37.7971055,56.0085799 37.7970547,56.0085255 37.7970288,56.0084693 37.7970297,56.0084152 37.7970575,56.0083672 37.7971101,56.0083288 37.7971836,56.0083027 37.7972728)"
way/74047496,LineString,"[[37.7972728, 56.0083027], [37.7972261, 56.0082299], [37.7970341, 56.0079304], [37.7964334, 56.0070619], [37.796017, 56.006454], [37.7958054, 56.0061381], [37.7953967, 56.005537], [37.7950704, 56.0050715]]","LINESTRING(56.0083027 37.7972728,56.0082299 37.7972261,56.0079304 37.7970341,56.0070619 37.7964334,56.006454 37.796017,56.0061381 37.7958054,56.005537 37.7953967,56.0050715 37.7950704)"
way/74057248,LineString,"[[37.6743484, 55.8623822], [37.6742846, 55.8620088], [37.6742333, 55.8617697]]","LINESTRING(55.8623822 37.6743484,55.8620088 37.6742846,55.8617697 37.6742333)"
way/74057249,LineString,"[[37.6751904, 55.8667049], [37.6751334, 55.8661283]]","LINESTRING(55.8667049 37.6751904,55.8661283 37.6751334)"
way/74057250,LineString,"[[37.6747857, 55.8646048], [37.6746755, 55.8640823]]","LINESTRING(55.8646048 37.6747857,55.8640823 37.6746755)"
way/74057251,LineString,"[[37.6730186, 55.8569377], [37.6729689, 55.8568107], [37.6728404, 55.8565359], [37.6726143, 55.8560614], [37.6724644, 55.8557468], [37.6723818, 55.8555734], [37.6720319, 55.8546928], [37.6719663, 55.8544525], [37.6719208, 55.8542876], [37.6716405, 55.8530867]]","LINESTRING(55.8569377 37.6730186,55.8568107 37.6729689,55.8565359 37.6728404,55.8560614 37.6726143,55.8557468 37.6724644,55.8555734 37.6723818,55.8546928 37.6720319,55.8544525 37.6719663,55.8542876 37.6719208,55.8530867 37.6716405)"
way/74057253,LineString,"[[37.6742333, 55.8617697], [37.6742227, 55.8617175], [37.6741027, 55.8611267], [37.6740654, 55.860899], [37.6740467, 55.8607318]]","LINESTRING(55.8617697 37.6742333,55.8617175 37.6742227,55.8611267 37.6741027,55.860899 37.6740654,55.8607318 37.6740467)"
way/74057255,LineString,"[[37.6749877, 55.865491], [37.6749561, 55.8653297], [37.6748968, 55.8650276]]","LINESTRING(55.865491 37.6749877,55.8653297 37.6749561,55.8650276 37.6748968)"
way/74057256,LineString,"[[37.6733135, 55.8578675], [37.6731462, 55.8578859], [37.672717, 55.8579332], [37.6722922, 55.8579799]]","LINESTRING(55.8578675 37.6733135,55.8578859 37.6731462,55.8579332 37.672717,55.8579799 37.6722922)"
way/74117866,LineString,"[[36.8641774, 55.4279938], [36.8647541, 55.4276829]]","LINESTRING(55.4279938 36.8641774,55.4276829 36.8647541)"
way/74159208,LineString,"[[37.1686314, 55.9770711], [37.1688498, 55.9771378], [37.1694314, 55.9774101]]","LINESTRING(55.9770711 37.1686314,55.9771378 37.1688498,55.9774101 37.1694314)"
way/74165158,LineString,"[[37.1653117, 55.2520521], [37.1655248, 55.2521931], [37.1666102, 55.2529921], [37.1667573, 55.253098], [37.1669317, 55.2531899], [37.1671, 55.2532646], [37.1685242, 55.2536327], [37.1686797, 55.2536729], [37.1693836, 55.2538548], [37.1702354, 55.254075], [37.1707818, 55.2542162], [37.1710122, 55.2542558], [37.1711252, 55.254286], [37.1711797, 55.2543145], [37.1712109, 55.2543308], [37.1712919, 55.2544203], [37.1713796, 55.2546091], [37.171457, 55.2547101], [37.1715405, 55.2547772], [37.1716762, 55.2548293], [37.1718653, 55.25487], [37.1724809, 55.2549177], [37.1731199, 55.2549477], [37.173301, 55.2549556]]","LINESTRING(55.2520521 37.1653117,55.2521931 37.1655248,55.2529921 37.1666102,55.253098 37.1667573,55.2531899 37.1669317,55.2532646 37.1671,55.2536327 37.1685242,55.2536729 37.1686797,55.2538548 37.1693836,55.254075 37.1702354,55.2542162 37.1707818,55.2542558 37.1710122,55.254286 37.1711252,55.2543145 37.1711797,55.2543308 37.1712109,55.2544203 37.1712919,55.2546091 37.1713796,55.2547101 37.171457,55.2547772 37.1715405,55.2548293 37.1716762,55.25487 37.1718653,55.2549177 37.1724809,55.2549477 37.1731199,55.2549556 37.173301)"
way/74165159,LineString,"[[37.1755784, 55.2559981], [37.1765941, 55.2564332], [37.1766979, 55.2564881], [37.1767428, 55.2565476], [37.1767673, 55.2566405], [37.176751, 55.2567714], [37.1766753, 55.2568766], [37.1765007, 55.257042], [37.1760474, 55.2574197], [37.1753617, 55.2580991], [37.1750047, 55.2583678], [37.1746996, 55.2585374], [37.1742364, 55.2587602], [37.1740675, 55.2588672], [37.173989, 55.2589462], [37.1739301, 55.2590633], [37.1739544, 55.2591825], [37.174049, 55.2592863], [37.174208, 55.2593888], [37.1743804, 55.2594766], [37.1746068, 55.2595355], [37.174838, 55.2595544], [37.1751478, 55.2595462], [37.175331, 55.2595808], [37.1754478, 55.2596596], [37.1754923, 55.2597978], [37.17545, 55.2598789], [37.1753069, 55.259946], [37.1743419, 55.2602503], [37.174091, 55.2602872], [37.173879, 55.2602903]]","LINESTRING(55.2559981 37.1755784,55.2564332 37.1765941,55.2564881 37.1766979,55.2565476 37.1767428,55.2566405 37.1767673,55.2567714 37.176751,55.2568766 37.1766753,55.257042 37.1765007,55.2574197 37.1760474,55.2580991 37.1753617,55.2583678 37.1750047,55.2585374 37.1746996,55.2587602 37.1742364,55.2588672 37.1740675,55.2589462 37.173989,55.2590633 37.1739301,55.2591825 37.1739544,55.2592863 37.174049,55.2593888 37.174208,55.2594766 37.1743804,55.2595355 37.1746068,55.2595544 37.174838,55.2595462 37.1751478,55.2595808 37.175331,55.2596596 37.1754478,55.2597978 37.1754923,55.2598789 37.17545,55.259946 37.1753069,55.2602503 37.1743419,55.2602872 37.174091,55.2602903 37.173879)"
way/74165160,LineString,"[[37.1700161, 55.2579566], [37.1705131, 55.258068], [37.1709438, 55.2581637], [37.1714169, 55.258309], [37.171638, 55.2584332], [37.1717671, 55.2585363], [37.1718956, 55.2586738], [37.1720784, 55.2589428], [37.1721642, 55.2591205], [37.1722261, 55.2593685], [37.1722691, 55.2594566], [37.1723987, 55.2595528], [37.1726826, 55.2596549], [37.1730639, 55.2597969], [37.1733145, 55.2599241], [37.1737392, 55.260181], [37.173879, 55.2602903]]","LINESTRING(55.2579566 37.1700161,55.258068 37.1705131,55.2581637 37.1709438,55.258309 37.1714169,55.2584332 37.171638,55.2585363 37.1717671,55.2586738 37.1718956,55.2589428 37.1720784,55.2591205 37.1721642,55.2593685 37.1722261,55.2594566 37.1722691,55.2595528 37.1723987,55.2596549 37.1726826,55.2597969 37.1730639,55.2599241 37.1733145,55.260181 37.1737392,55.2602903 37.173879)"
way/74166244,LineString,"[[37.1674126, 55.9777032], [37.1672799, 55.9776825], [37.1671977, 55.977687], [37.1671176, 55.9777082], [37.1670358, 55.9777516], [37.1669676, 55.9778107], [37.1669193, 55.9779081]]","LINESTRING(55.9777032 37.1674126,55.9776825 37.1672799,55.977687 37.1671977,55.9777082 37.1671176,55.9777516 37.1670358,55.9778107 37.1669676,55.9779081 37.1669193)"
way/74171407,LineString,"[[37.674686, 55.8680873], [37.6750878, 55.8680174], [37.6753153, 55.8679693]]","LINESTRING(55.8680873 37.674686,55.8680174 37.6750878,55.8679693 37.6753153)"
way/74171417,LineString,"[[37.6746187, 55.8680977], [37.674686, 55.8680873]]","LINESTRING(55.8680977 37.6746187,55.8680873 37.674686)"
way/74356442,LineString,"[[37.6790541, 55.8688], [37.678602, 55.8685004]]","LINESTRING(55.8688 37.6790541,55.8685004 37.678602)"
way/74356443,LineString,"[[37.6775875, 55.867828], [37.6772484, 55.8675937]]","LINESTRING(55.867828 37.6775875,55.8675937 37.6772484)"
way/74356444,LineString,"[[37.678602, 55.8685004], [37.6784347, 55.8683895], [37.678337, 55.8683248]]","LINESTRING(55.8685004 37.678602,55.8683895 37.6784347,55.8683248 37.678337)"
way/74356445,LineString,"[[37.6714365, 55.8518482], [37.6713648, 55.8514128], [37.6713516, 55.8513329]]","LINESTRING(55.8518482 37.6714365,55.8514128 37.6713648,55.8513329 37.6713516)"
way/74356446,LineString,"[[37.678337, 55.8683248], [37.6781803, 55.868221], [37.6775875, 55.867828]]","LINESTRING(55.8683248 37.678337,55.868221 37.6781803,55.867828 37.6775875)"
way/74386628,LineString,"[[37.4603095, 55.8088212], [37.4604016, 55.8087745], [37.4604482, 55.8087545], [37.4605565, 55.808706]]","LINESTRING(55.8088212 37.4603095,55.8087745 37.4604016,55.8087545 37.4604482,55.808706 37.4605565)"
way/74456267,LineString,"[[37.2125414, 55.9955445], [37.2127077, 55.9955775]]","LINESTRING(55.9955445 37.2125414,55.9955775 37.2127077)"
way/74683026,LineString,"[[37.1791517, 55.9822839], [37.179688, 55.9821079], [37.1801746, 55.9819353], [37.1819495, 55.9813146], [37.1826838, 55.9810578], [37.1836217, 55.9807257], [37.1839101, 55.9806235], [37.1840104, 55.9805877], [37.1842167, 55.9805148], [37.1856184, 55.9800112], [37.1862291, 55.9797905]]","LINESTRING(55.9822839 37.1791517,55.9821079 37.179688,55.9819353 37.1801746,55.9813146 37.1819495,55.9810578 37.1826838,55.9807257 37.1836217,55.9806235 37.1839101,55.9805877 37.1840104,55.9805148 37.1842167,55.9800112 37.1856184,55.9797905 37.1862291)"
way/74683439,LineString,"[[37.1874625, 55.9796225], [37.1872922, 55.979643], [37.1870186, 55.9796909], [37.1866665, 55.9797794], [37.1863858, 55.9798613], [37.1860876, 55.9799632], [37.1846423, 55.9804749], [37.1845268, 55.9805162], [37.1841951, 55.9806361], [37.1840452, 55.9806859]]","LINESTRING(55.9796225 37.1874625,55.979643 37.1872922,55.9796909 37.1870186,55.9797794 37.1866665,55.9798613 37.1863858,55.9799632 37.1860876,55.9804749 37.1846423,55.9805162 37.1845268,55.9806361 37.1841951,55.9806859 37.1840452)"
way/74689397,LineString,"[[37.7607867, 55.6509316], [37.760854, 55.650893], [37.7611241, 55.6507777], [37.7613748, 55.6505614], [37.7614804, 55.6504785], [37.7617267, 55.6502775], [37.7627949, 55.6494055], [37.7630521, 55.6491857], [37.7631776, 55.6490855], [37.7633052, 55.6489764], [37.763512, 55.6487995], [37.7639151, 55.6484437], [37.764141, 55.6482525]]","LINESTRING(55.6509316 37.7607867,55.650893 37.760854,55.6507777 37.7611241,55.6505614 37.7613748,55.6504785 37.7614804,55.6502775 37.7617267,55.6494055 37.7627949,55.6491857 37.7630521,55.6490855 37.7631776,55.6489764 37.7633052,55.6487995 37.763512,55.6484437 37.7639151,55.6482525 37.764141)"
way/74866619,LineString,"[[37.6991553, 55.7457662], [37.6991216, 55.7454741], [37.6990423, 55.7451998], [37.6986689, 55.7444634]]","LINESTRING(55.7457662 37.6991553,55.7454741 37.6991216,55.7451998 37.6990423,55.7444634 37.6986689)"
way/74866620,LineString,"[[37.7087738, 55.7465743], [37.7091819, 55.7466398], [37.7093026, 55.746676], [37.7093549, 55.7467108], [37.7093735, 55.7467719], [37.7086428, 55.7484514], [37.7084715, 55.7487647], [37.708202, 55.7491485], [37.7081216, 55.7492587]]","LINESTRING(55.7465743 37.7087738,55.7466398 37.7091819,55.746676 37.7093026,55.7467108 37.7093549,55.7467719 37.7093735,55.7484514 37.7086428,55.7487647 37.7084715,55.7491485 37.708202,55.7492587 37.7081216)"
way/74866750,LineString,"[[37.7004517, 55.7452828], [37.7004181, 55.7455287], [37.7003118, 55.7458125], [37.7001972, 55.7460448]]","LINESTRING(55.7452828 37.7004517,55.7455287 37.7004181,55.7458125 37.7003118,55.7460448 37.7001972)"
way/74890068,LineString,"[[37.8995251, 55.722028], [37.8996702, 55.7219072], [37.9000078, 55.721605], [37.9001648, 55.7214566], [37.9003192, 55.7213081]]","LINESTRING(55.722028 37.8995251,55.7219072 37.8996702,55.721605 37.9000078,55.7214566 37.9001648,55.7213081 37.9003192)"
way/74890069,LineString,"[[37.9005006, 55.7211183], [37.9005925, 55.7209357], [37.9006408, 55.7208077], [37.9006756, 55.7206763], [37.9006966, 55.7205746], [37.9007022, 55.7205476], [37.9007683, 55.720358]]","LINESTRING(55.7211183 37.9005006,55.7209357 37.9005925,55.7208077 37.9006408,55.7206763 37.9006756,55.7205746 37.9006966,55.7205476 37.9007022,55.720358 37.9007683)"
way/74893682,LineString,"[[37.6550252, 55.7417317], [37.6549053, 55.7417827], [37.6547988, 55.7418387], [37.6546634, 55.7419286]]","LINESTRING(55.7417317 37.6550252,55.7417827 37.6549053,55.7418387 37.6547988,55.7419286 37.6546634)"
way/74915640,LineString,"[[37.7060454, 55.7823034], [37.7063587, 55.7822857]]","LINESTRING(55.7823034 37.7060454,55.7822857 37.7063587)"
way/74915662,LineString,"[[37.7033129, 55.7827388], [37.7031193, 55.7827711], [37.7029912, 55.782786], [37.7029296, 55.7827932], [37.7027198, 55.7828039], [37.7024023, 55.7828029]]","LINESTRING(55.7827388 37.7033129,55.7827711 37.7031193,55.782786 37.7029912,55.7827932 37.7029296,55.7828039 37.7027198,55.7828029 37.7024023)"
way/74947610,LineString,"[[37.9002825, 55.7182512], [37.9003073, 55.7183639], [37.9003914, 55.7187711], [37.9004788, 55.7191742], [37.9004809, 55.719182], [37.9005556, 55.7194954], [37.900574, 55.7195839], [37.9006187, 55.7197992], [37.900715, 55.7202027], [37.9007683, 55.720358]]","LINESTRING(55.7182512 37.9002825,55.7183639 37.9003073,55.7187711 37.9003914,55.7191742 37.9004788,55.719182 37.9004809,55.7194954 37.9005556,55.7195839 37.900574,55.7197992 37.9006187,55.7202027 37.900715,55.720358 37.9007683)"
way/74947613,LineString,"[[37.9001339, 55.717592], [37.9002825, 55.7182512]]","LINESTRING(55.717592 37.9001339,55.7182512 37.9002825)"
way/74985695,LineString,"[[37.6469222, 55.8718442], [37.6466712, 55.8718281]]","LINESTRING(55.8718442 37.6469222,55.8718281 37.6466712)"
way/75047293,LineString,"[[37.6845427, 55.7625477], [37.6841616, 55.7626962]]","LINESTRING(55.7625477 37.6845427,55.7626962 37.6841616)"
way/75047295,LineString,"[[37.6834786, 55.7627302], [37.683658, 55.7627011], [37.6838057, 55.7626692], [37.6840213, 55.762594]]","LINESTRING(55.7627302 37.6834786,55.7627011 37.683658,55.7626692 37.6838057,55.762594 37.6840213)"
way/75047296,LineString,"[[37.6834786, 55.7627302], [37.6827671, 55.7627914], [37.6825923, 55.7628061], [37.6818807, 55.7628675]]","LINESTRING(55.7627302 37.6834786,55.7627914 37.6827671,55.7628061 37.6825923,55.7628675 37.6818807)"
way/75097444,LineString,"[[37.271305, 55.6468622], [37.2722052, 55.6473369], [37.2729077, 55.6476279], [37.2735312, 55.6477617]]","LINESTRING(55.6468622 37.271305,55.6473369 37.2722052,55.6476279 37.2729077,55.6477617 37.2735312)"
way/75097445,LineString,"[[37.271305, 55.6468622], [37.2702324, 55.6472246], [37.2700306, 55.6472881]]","LINESTRING(55.6468622 37.271305,55.6472246 37.2702324,55.6472881 37.2700306)"
way/75097448,LineString,"[[37.2645786, 55.6484529], [37.2655694, 55.6483085], [37.266942, 55.6482383], [37.2675857, 55.6482169], [37.2682292, 55.648201], [37.2691789, 55.6482001], [37.2693099, 55.6482005]]","LINESTRING(55.6484529 37.2645786,55.6483085 37.2655694,55.6482383 37.266942,55.6482169 37.2675857,55.648201 37.2682292,55.6482001 37.2691789,55.6482005 37.2693099)"
way/75201104,LineString,"[[37.6469107, 55.877315], [37.6469538, 55.8773279], [37.6469878, 55.877347], [37.6470095, 55.8773701], [37.6470138, 55.8773993], [37.6469864, 55.8774313], [37.6469467, 55.8774505]]","LINESTRING(55.877315 37.6469107,55.8773279 37.6469538,55.877347 37.6469878,55.8773701 37.6470095,55.8773993 37.6470138,55.8774313 37.6469864,55.8774505 37.6469467)"
way/75233351,LineString,"[[37.3144381, 55.5889943], [37.3150764, 55.5888429], [37.3155405, 55.5888038], [37.3160045, 55.5887292], [37.3163854, 55.5886761], [37.3167742, 55.5886171], [37.3170824, 55.5885948], [37.3172961, 55.5885861], [37.317458, 55.5885971], [37.3176677, 55.5886138], [37.3178518, 55.5886726], [37.3180863, 55.5886906], [37.3183221, 55.5887232], [37.3185579, 55.5887762], [37.3188959, 55.5888671], [37.3191427, 55.5889723], [37.3193462, 55.5891109], [37.3194524, 55.5892056], [37.3195332, 55.5893434], [37.3195676, 55.5894289], [37.3196147, 55.5895508], [37.3196777, 55.5896496], [37.3197885, 55.5897222], [37.3199612, 55.58981], [37.3201083, 55.5899919], [37.3201747, 55.590169], [37.3201941, 55.5903496], [37.3203121, 55.5905921], [37.3207171, 55.5909573], [37.3208383, 55.5910317], [37.3209612, 55.5910786]]","LINESTRING(55.5889943 37.3144381,55.5888429 37.3150764,55.5888038 37.3155405,55.5887292 37.3160045,55.5886761 37.3163854,55.5886171 37.3167742,55.5885948 37.3170824,55.5885861 37.3172961,55.5885971 37.317458,55.5886138 37.3176677,55.5886726 37.3178518,55.5886906 37.3180863,55.5887232 37.3183221,55.5887762 37.3185579,55.5888671 37.3188959,55.5889723 37.3191427,55.5891109 37.3193462,55.5892056 37.3194524,55.5893434 37.3195332,55.5894289 37.3195676,55.5895508 37.3196147,55.5896496 37.3196777,55.5897222 37.3197885,55.58981 37.3199612,55.5899919 37.3201083,55.590169 37.3201747,55.5903496 37.3201941,55.5905921 37.3203121,55.5909573 37.3207171,55.5910317 37.3208383,55.5910786 37.3209612)"
way/75233353,LineString,"[[37.3193462, 55.5891109], [37.318574, 55.5906557]]","LINESTRING(55.5891109 37.3193462,55.5906557 37.318574)"
way/75233355,LineString,"[[37.3280242, 55.5926852], [37.3286137, 55.5928584], [37.3286526, 55.5928779], [37.3286254, 55.5930395], [37.3285327, 55.5932364], [37.3283036, 55.5934169], [37.3280001, 55.5936156], [37.3279511, 55.5936477], [37.3277784, 55.5938355], [37.3277006, 55.5939023]]","LINESTRING(55.5926852 37.3280242,55.5928584 37.3286137,55.5928779 37.3286526,55.5930395 37.3286254,55.5932364 37.3285327,55.5934169 37.3283036,55.5936156 37.3280001,55.5936477 37.3279511,55.5938355 37.3277784,55.5939023 37.3277006)"
way/75233358,LineString,"[[37.3277006, 55.5939023], [37.3277909, 55.5939241], [37.3278522, 55.5939826], [37.3278915, 55.5940466], [37.3265594, 55.5959104], [37.3264962, 55.5959172]]","LINESTRING(55.5939023 37.3277006,55.5939241 37.3277909,55.5939826 37.3278522,55.5940466 37.3278915,55.5959104 37.3265594,55.5959172 37.3264962)"
way/75233359,LineString,"[[37.3248014, 55.5961024], [37.3248182, 55.5967637], [37.3245152, 55.5980097]]","LINESTRING(55.5961024 37.3248014,55.5967637 37.3248182,55.5980097 37.3245152)"
way/75233362,LineString,"[[37.3144706, 55.5905648], [37.3146504, 55.5905027], [37.3155405, 55.5888038]]","LINESTRING(55.5905648 37.3144706,55.5905027 37.3146504,55.5888038 37.3155405)"
way/75233365,LineString,"[[37.3170724, 55.5922579], [37.3178337, 55.5908498], [37.317941, 55.59068], [37.3188959, 55.5888671]]","LINESTRING(55.5922579 37.3170724,55.5908498 37.3178337,55.59068 37.317941,55.5888671 37.3188959)"
way/75233369,LineString,"[[37.3170724, 55.5922579], [37.3170242, 55.5921699], [37.3169464, 55.5920987], [37.3161654, 55.591941], [37.3152646, 55.5917986], [37.3151703, 55.5917091]]","LINESTRING(55.5922579 37.3170724,55.5921699 37.3170242,55.5920987 37.3169464,55.591941 37.3161654,55.5917986 37.3152646,55.5917091 37.3151703)"
way/75233373,LineString,"[[37.3178518, 55.5886726], [37.3169325, 55.590486], [37.3161654, 55.591941]]","LINESTRING(55.5886726 37.3178518,55.590486 37.3169325,55.591941 37.3161654)"
way/75233374,LineString,"[[37.3130272, 55.5929596], [37.312995, 55.5916015], [37.3130165, 55.5889884]]","LINESTRING(55.5929596 37.3130272,55.5916015 37.312995,55.5889884 37.3130165)"
way/75233377,LineString,"[[37.3144676, 55.5918122], [37.314467, 55.5916577], [37.3144706, 55.5905648], [37.3144381, 55.5889943]]","LINESTRING(55.5918122 37.3144676,55.5916577 37.314467,55.5905648 37.3144706,55.5889943 37.3144381)"
way/75233382,LineString,"[[37.3118926, 55.5919619], [37.3120203, 55.591497], [37.3121823, 55.5908706], [37.3122145, 55.5905977], [37.3119141, 55.590428], [37.3119248, 55.5895913], [37.3121501, 55.5891305]]","LINESTRING(55.5919619 37.3118926,55.591497 37.3120203,55.5908706 37.3121823,55.5905977 37.3122145,55.590428 37.3119141,55.5895913 37.3119248,55.5891305 37.3121501)"
way/75233386,LineString,"[[37.3119141, 55.590428], [37.3098112, 55.5904401], [37.3093426, 55.5904449]]","LINESTRING(55.590428 37.3119141,55.5904401 37.3098112,55.5904449 37.3093426)"
way/75233388,LineString,"[[37.3119248, 55.5895913], [37.3099078, 55.5895973]]","LINESTRING(55.5895913 37.3119248,55.5895973 37.3099078)"
way/75233400,LineString,"[[37.3238601, 55.5866517], [37.3223813, 55.5881726], [37.3220479, 55.5885419], [37.3220093, 55.588589], [37.3219829, 55.5886396], [37.3219585, 55.5886867], [37.3219442, 55.5887338], [37.3219402, 55.588774], [37.3219463, 55.5888223], [37.3219606, 55.5888648], [37.3219931, 55.5889038], [37.322052, 55.5889573]]","LINESTRING(55.5866517 37.3238601,55.5881726 37.3223813,55.5885419 37.3220479,55.588589 37.3220093,55.5886396 37.3219829,55.5886867 37.3219585,55.5887338 37.3219442,55.588774 37.3219402,55.5888223 37.3219463,55.5888648 37.3219606,55.5889038 37.3219931,55.5889573 37.322052)"
way/75233402,LineString,"[[37.3228192, 55.5862818], [37.3207429, 55.5883002], [37.3206332, 55.5884076], [37.3206108, 55.5884409], [37.3206027, 55.5884777], [37.320621, 55.5885087], [37.3206535, 55.5885512], [37.3206982, 55.5885879], [37.3207734, 55.5886236], [37.3208852, 55.5886672], [37.3209726, 55.5886936], [37.3210458, 55.5887097], [37.3211271, 55.5887201], [37.3212104, 55.5887246], [37.3214361, 55.5887281], [37.3219442, 55.5887338]]","LINESTRING(55.5862818 37.3228192,55.5883002 37.3207429,55.5884076 37.3206332,55.5884409 37.3206108,55.5884777 37.3206027,55.5885087 37.320621,55.5885512 37.3206535,55.5885879 37.3206982,55.5886236 37.3207734,55.5886672 37.3208852,55.5886936 37.3209726,55.5887097 37.3210458,55.5887201 37.3211271,55.5887246 37.3212104,55.5887281 37.3214361,55.5887338 37.3219442)"
way/75233408,LineString,"[[37.322052, 55.5889573], [37.3216102, 55.5889088], [37.3208219, 55.5887772], [37.3205846, 55.5886839], [37.3202945, 55.5885118], [37.3202569, 55.5884768], [37.320119, 55.5880729], [37.320104, 55.5876348], [37.3205581, 55.5872028], [37.3218403, 55.5859832]]","LINESTRING(55.5889573 37.322052,55.5889088 37.3216102,55.5887772 37.3208219,55.5886839 37.3205846,55.5885118 37.3202945,55.5884768 37.3202569,55.5880729 37.320119,55.5876348 37.320104,55.5872028 37.3205581,55.5859832 37.3218403)"
way/75233414,LineString,"[[37.3202569, 55.5884768], [37.3196769, 55.5883684], [37.3192146, 55.5883033], [37.3186088, 55.5881605], [37.3184676, 55.5881433], [37.3182341, 55.5881238], [37.3176863, 55.588092], [37.3172347, 55.5880807], [37.3169785, 55.5880791], [37.3168631, 55.5880501], [37.3166737, 55.5879806], [37.3165921, 55.5879634], [37.3165183, 55.5879602], [37.315282, 55.5879521], [37.3144448, 55.5879562], [37.3142737, 55.587957]]","LINESTRING(55.5884768 37.3202569,55.5883684 37.3196769,55.5883033 37.3192146,55.5881605 37.3186088,55.5881433 37.3184676,55.5881238 37.3182341,55.588092 37.3176863,55.5880807 37.3172347,55.5880791 37.3169785,55.5880501 37.3168631,55.5879806 37.3166737,55.5879634 37.3165921,55.5879602 37.3165183,55.5879521 37.315282,55.5879562 37.3144448,55.587957 37.3142737)"
way/75233421,LineString,"[[37.3199366, 55.5929797], [37.3196092, 55.5929457], [37.3189467, 55.5928868], [37.3188543, 55.5928786], [37.3187081, 55.5928617], [37.3185212, 55.5928345], [37.3183782, 55.5928049], [37.3182924, 55.59279], [37.3182165, 55.5927696], [37.318076, 55.5927343], [37.3179455, 55.5926891], [37.3178696, 55.5926616], [37.3176203, 55.592534], [37.3172039, 55.5923124], [37.3170724, 55.5922579], [37.3150608, 55.5919168], [37.3146276, 55.5918404], [37.3144676, 55.5918122], [37.312995, 55.5916015], [37.3120203, 55.591497], [37.309661, 55.5911373]]","LINESTRING(55.5929797 37.3199366,55.5929457 37.3196092,55.5928868 37.3189467,55.5928786 37.3188543,55.5928617 37.3187081,55.5928345 37.3185212,55.5928049 37.3183782,55.59279 37.3182924,55.5927696 37.3182165,55.5927343 37.318076,55.5926891 37.3179455,55.5926616 37.3178696,55.592534 37.3176203,55.5923124 37.3172039,55.5922579 37.3170724,55.5919168 37.3150608,55.5918404 37.3146276,55.5918122 37.3144676,55.5916015 37.312995,55.591497 37.3120203,55.5911373 37.309661)"
