id,city_id,coords,area,quality,population
3434355,1,"POLYGON((60.5724533 56.9005588,60.5745917 56.9022349,60.573484 56.9026756,60.5713245 56.9009668,60.5710855 56.9007776,60.5721857 56.900349,60.5724533 56.9005588))",21257.046894162893,,55
3467899,1,"POLYGON((60.6207214 56.8637805,60.6208952 56.8638448,60.6207848 56.8639392,60.6191981 56.8633674,60.6152089 56.8619197,60.6153441 56.861717,60.6153323 56.8614607,60.61736 56.8621998,60.6210146 56.8635319,60.6208927 56.8636393,60.6207528 56.8635886,60.6205814 56.8637297,60.6207214 56.8637805))",18622.591195407324,,170
3792647,1,"POLYGON((60.5713001 56.9034945,60.5688953 56.9016159,60.5708272 56.9008725,60.5732308 56.9027627,60.5713001 56.9034945))",36726.22642827034,,150
3792649,1,"POLYGON((60.5771163 56.9041945,60.5759328 56.9046187,60.5736564 56.9027988,60.5747731 56.9023667,60.5771163 56.9041945))",20942.187453627583,,110
3792650,1,"POLYGON((60.5788822 56.9034942,60.5785091 56.9036364,60.5782388 56.9034226,60.5781039 56.9033159,60.5778702 56.903131,60.5776546 56.9029604,60.5774469 56.9027961,60.5770226 56.9024605,60.5767898 56.9022763,60.576554 56.9020897,60.576204 56.9018129,60.5769452 56.9015261,60.5772754 56.9013983,60.577644 56.901686,60.5781192 56.9020568,60.5785442 56.9023884,60.5787485 56.9025479,60.5789761 56.9027256,60.5792119 56.9029096,60.5796069 56.9032178,60.5788822 56.9034942))",19957.762598365545,,260
3792651,1,"POLYGON((60.5812864 56.9025591,60.5798752 56.9030927,60.5797006 56.9029556,60.5794535 56.9027681,60.5792833 56.9026418,60.5775244 56.9013019,60.579014 56.9007254,60.5812864 56.9025591))",26530.08755718172,,150
3792652,1,"POLYGON((60.576073 56.9049928,60.5765912 56.9054316,60.5747087 56.9061661,60.573894 56.9055667,60.5745189 56.9053371,60.5753827 56.9050246,60.5758854 56.9048427,60.576073 56.9049928))",11601.107265889645,,155
3792653,1,"POLYGON((60.5754711 56.9045402,60.5756876 56.9047122,60.5754382 56.9048073,60.5743353 56.905216,60.573881 56.904827,60.5734831 56.9049692,60.5733429 56.9050209,60.5733101 56.9050327,60.5732839 56.9050421,60.5714795 56.9036346,60.5734019 56.9028973,60.5754711 56.9045402))",32533.78969605826,,90
4239847,1,"POLYGON((60.58642 56.9081241,60.5863052 56.9080381,60.5862618 56.9080041,60.5875467 56.9074953,60.5881666 56.907995,60.5882756 56.9080825,60.5883981 56.9081751,60.5873593 56.908581,60.5869567 56.9085536,60.5864885 56.9081872,60.586453 56.9081545,60.58642 56.9081241))",8649.8783948645,,520
10642694,1,"POLYGON((60.6202139 56.9007205,60.6234014 56.8978157,60.6278577 56.8993305,60.6245563 56.9022271,60.6202139 56.9007205))",119851.44661259653,,3555
12726178,1,"POLYGON((60.6087993 56.7981508,60.6086427 56.7977576,60.6084956 56.7975171,60.6088515 56.7973102,60.6089773 56.7970934,60.608982 56.7969696,60.6091462 56.7969671,60.6091291 56.7967437,60.6100649 56.7966702,60.6104262 56.7966443,60.6108294 56.7978675,60.6106515 56.7979418,60.6103128 56.798098,60.6093569 56.7984663,60.6091288 56.7984315,60.6087993 56.7981508))",19432.132529529743,,1045
12727180,1,"POLYGON((60.6094938 56.7915755,60.6100069 56.7914918,60.6099792 56.7914182,60.611348 56.7912066,60.6113954 56.7912589,60.6116862 56.7915748,60.6117267 56.7916381,60.6115562 56.7917907,60.6108881 56.7921701,60.6106302 56.7922667,60.6102959 56.7923573,60.607726 56.7927544,60.6075757 56.7924798,60.6075463 56.7924295,60.6075048 56.7923585,60.6073882 56.7921588,60.6094237 56.7918246,60.6093796 56.7916983,60.6095395 56.7916682,60.6094938 56.7915755))",21142.99647435546,,2
12732504,1,"POLYGON((60.4747152 56.7858907,60.4763837 56.7867732,60.4766547 56.7869618,60.4799656 56.7886587,60.4834094 56.7908576,60.4849803 56.7922639,60.4805791 56.7947321,60.4791896 56.7939414,60.4713633 56.7950017,60.4707952 56.7938606,60.4708198 56.7937976,60.4708648 56.7937442,60.4709257 56.7936993,60.4709894 56.793667,60.4710907 56.7936335,60.4716478 56.7935244,60.4721514 56.7932929,60.472945 56.7931671,60.4733219 56.7928526,60.4734725 56.7926628,60.4736745 56.7924914,60.4743773 56.792274,60.4745167 56.7922446,60.4746245 56.7922072,60.4755186 56.791873,60.4752495 56.7914622,60.4752143 56.7914084,60.4751069 56.7912444,60.4753822 56.7912098,60.4758762 56.7911454,60.4784112 56.7908071,60.4786816 56.7907697,60.4784403 56.7902792,60.4779151 56.7890685,60.4720996 56.7898546,60.4718739 56.7893724,60.471758 56.7893879,60.4703242 56.7894389,60.4703083 56.78944,60.4701071 56.7890037,60.4672274 56.7893486,60.4667115 56.7885588,60.4658827 56.7887292,60.4654962 56.7884114,60.4639983 56.787346,60.4657003 56.7870155,60.4703647 56.7861097,60.4700803 56.7853045,60.4701003 56.7851622,60.4721188 56.7845817,60.4722959 56.7845993,60.4742271 56.7856336,60.4747152 56.7858907))",581752.3670766708,,6018
12741399,1,"POLYGON((60.4859812 56.7889657,60.4878954 56.7878623,60.4882354 56.7876546,60.4891884 56.788168,60.4907683 56.78907,60.4905597 56.7891805,60.4908133 56.7893072,60.4933149 56.7906355,60.4936295 56.790817,60.4961258 56.7921808,60.4946587 56.7929451,60.4935801 56.7930167,60.4924151 56.7931246,60.4917755 56.7934676,60.4910972 56.7938314,60.489766 56.7931184,60.4886091 56.7924988,60.4886775 56.7924658,60.4905692 56.7914069,60.4895516 56.7909362,60.4891848 56.7907254,60.4889739 56.7905229,60.4892126 56.7903658,60.489078 56.790216,60.4888759 56.7901001,60.4884325 56.7903372,60.4878771 56.7900276,60.4875429 56.7898412,60.4867911 56.7902786,60.4862133 56.7899717,60.4869874 56.7895309,60.4859812 56.7889657))",167293.9940233305,,4765
12741405,1,"POLYGON((60.4888759 56.7901001,60.4884325 56.7903372,60.4878771 56.7900276,60.4875429 56.7898412,60.4869874 56.7895309,60.4859812 56.7889657,60.4878954 56.7878623,60.4882354 56.7876546,60.4891884 56.788168,60.4907683 56.78907,60.4905597 56.7891805,60.4908133 56.7893072,60.4933149 56.7906355,60.4932317 56.7906822,60.4918742 56.7914446,60.4906625 56.7907698,60.4918492 56.7901351,60.4905763 56.7894313,60.489078 56.790216,60.4888759 56.7901001))",61873.97232366353,,2015
12750251,1,"POLYGON((60.4843685 56.7904745,60.4844682 56.7904185,60.4844041 56.790394,60.4842581 56.7903156,60.4842161 56.790295,60.4840466 56.7903775,60.4837423 56.7902021,60.4838429 56.7901517,60.4837438 56.7900982,60.4838268 56.7900509,60.4844572 56.7896914,60.4845562 56.7896357,60.4846141 56.7896011,60.4847205 56.7895963,60.485931 56.788938,60.4859812 56.7889657,60.4869874 56.7895309,60.4862133 56.7899717,60.4867911 56.7902786,60.4875429 56.7898412,60.4878771 56.7900276,60.4884325 56.7903372,60.4885706 56.7904122,60.4885437 56.7904269,60.4865464 56.7915295,60.4856352 56.7910442,60.4855514 56.7910929,60.4849558 56.7907815,60.4843685 56.7904745))",39255.842521430925,,700
12750540,1,"POLYGON((60.4921008 56.8003597,60.491418 56.7997016,60.4913595 56.7996336,60.4910913 56.7993722,60.4910004 56.7992903,60.4914948 56.7990706,60.4923437 56.7986933,60.4924451 56.7986482,60.4930166 56.798969,60.4932681 56.8002072,60.4932839 56.8002994,60.4928743 56.8003251,60.4921194 56.8003828,60.4921008 56.8003597))",16865.90512819402,,650
12753254,1,"POLYGON((60.4979423 56.7884217,60.4971626 56.7880152,60.4962426 56.7885103,60.4951698 56.7878991,60.4960871 56.7873879,60.4953744 56.7870087,60.496898 56.7861777,60.4998901 56.7844906,60.5006123 56.7848721,60.5017095 56.7842772,60.5010163 56.7839054,60.5024564 56.7830851,60.5041448 56.7839502,60.5029617 56.7846154,60.5038867 56.785127,60.4979423 56.7884217))",130806.71059578656,,5500
12754094,1,"POLYGON((60.514981 56.799416,60.5140592 56.7997357,60.5135342 56.7998314,60.512909 56.7995939,60.5126364 56.7994443,60.512011 56.7997532,60.5119356 56.7997981,60.5110953 56.7993798,60.5135196 56.7980397,60.5155705 56.7991314,60.5154783 56.7991747,60.5153691 56.7992041,60.514981 56.799416))",28343.280530437827,,1105
12754801,1,"POLYGON((60.6485105 56.8591532,60.6477782 56.858796,60.6485311 56.8582979,60.6486085 56.8582481,60.6483202 56.8581143,60.6489252 56.8577303,60.6497265 56.8580967,60.6501991 56.8583047,60.6509543 56.8578045,60.6512134 56.8579284,60.651371 56.8578299,60.6517477 56.8580101,60.6527539 56.8585007,60.6525256 56.8585978,60.6524357 56.8586536,60.6524076 56.85871,60.6524337 56.8587888,60.6524236 56.8588208,60.6522667 56.8589908,60.6522171 56.8590531,60.6521983 56.8591257,60.6521662 56.859595,60.652146 56.8596411,60.6521115 56.8596751,60.6517357 56.859974,60.6516968 56.8599953,60.6516176 56.8600026,60.6515533 56.8599923,60.6514674 56.8599601,60.6513441 56.8599373,60.6512381 56.8599432,60.6510906 56.860018,60.6509444 56.8601404,60.6508384 56.860284,60.6508518 56.8604168,60.6508988 56.8605591,60.6510368 56.8608181,60.6506499 56.8608403,60.6501339 56.8606156,60.6494919 56.8603077,60.6494499 56.8603511,60.6485496 56.8599316,60.6486337 56.8598782,60.6483616 56.8597467,60.6479271 56.8595367,60.6485105 56.8591532))",61290.93756880797,,2815
12754806,1,"POLYGON((60.6517477 56.8580101,60.651371 56.8578299,60.6512134 56.8579284,60.6509543 56.8578045,60.6501991 56.8583047,60.6497265 56.8580967,60.6489252 56.8577303,60.6483202 56.8581143,60.6486085 56.8582481,60.6485311 56.8582979,60.6477782 56.858796,60.6472016 56.8591838,60.6412697 56.8562464,60.6452393 56.8537944,60.6527301 56.8573934,60.6517477 56.8580101,60.6527539 56.8585007,60.6531251 56.8586788,60.6532125 56.8586783,60.6533711 56.8586819,60.6533544 56.8588059,60.6531036 56.8606925,60.6522766 56.8607415,60.6510368 56.8608181,60.6508988 56.8605591,60.6508518 56.8604168,60.6508384 56.860284,60.6509444 56.8601404,60.6510906 56.860018,60.6512381 56.8599432,60.6513441 56.8599373,60.6514674 56.8599601,60.6515533 56.8599923,60.6516176 56.8600026,60.6516968 56.8599953,60.6517357 56.859974,60.6521115 56.8596751,60.652146 56.8596411,60.6521662 56.859595,60.6521983 56.8591257,60.6522171 56.8590531,60.6522667 56.8589908,60.6524236 56.8588208,60.6524337 56.8587888,60.6524076 56.85871,60.6524357 56.8586536,60.6525256 56.8585978,60.6527539 56.8585007,60.6517477 56.8580101))",217395.6781957373,,700
12755126,1,"POLYGON((60.5515838 56.8225989,60.5501202 56.8246188,60.5492404 56.8243062,60.5489722 56.8241609,60.5484223 56.823766,60.5480146 56.8233742,60.549282 56.8228024,60.5514464 56.8218498,60.5517764 56.8221558,60.5515838 56.8225989))",32819.067825347185,,1892
13417105,1,"POLYGON((60.6193613 56.831441,60.6209024 56.8316057,60.6206194 56.8323428,60.6201935 56.8333922,60.6197901 56.8333411,60.6195778 56.8338419,60.6175524 56.8335758,60.6184487 56.8313435,60.6193613 56.831441))",37997.23269969225,,990
13417988,1,"POLYGON((60.5358378 56.8380818,60.5357355 56.8381296,60.53341 56.8377438,60.5333161 56.8370277,60.5358734 56.8369234,60.5359313 56.8374195,60.5358079 56.837575,60.5358378 56.8380818))",16426.84192951396,,1072
14396308,1,"POLYGON((60.636257 56.8079573,60.6358241 56.8079063,60.6359967 56.8074907,60.6359617 56.8073223,60.6351288 56.8072216,60.6351502 56.8071524,60.6352414 56.8069147,60.6350823 56.8069013,60.6352888 56.8063075,60.6359463 56.8063599,60.6360496 56.8059811,60.6364815 56.8056449,60.6370206 56.8057236,60.6386466 56.8070271,60.6386368 56.8073953,60.6385709 56.8075514,60.6385901 56.8080757,60.638533 56.8080911,60.6378767 56.8080296,60.6373305 56.808037,60.636257 56.8079573))",39149.08952237014,,2990
16227846,1,"POLYGON((60.5257699 56.875395,60.5260857 56.8754577,60.526004 56.8755859,60.5259303 56.8757194,60.5258742 56.8758379,60.5258197 56.8759756,60.5258041 56.8760213,60.5257771 56.8761107,60.5257594 56.8761797,60.5257458 56.8762421,60.5256745 56.8766718,60.5256189 56.8769955,60.5255747 56.8771348,60.5255305 56.8772374,60.525458 56.8773679,60.5253932 56.8774774,60.5253329 56.8775647,60.5252747 56.8776397,60.5252148 56.8777092,60.5251628 56.877758,60.5251217 56.8777929,60.5250442 56.8778516,60.5244312 56.8782837,60.5242947 56.8782764,60.5223002 56.8768129,60.5223225 56.8768037,60.5257699 56.875395))",36391.93328727596,,3022
16411313,1,"POLYGON((60.6194117 56.8057336,60.6194437 56.8056505,60.6191296 56.8056142,60.6189815 56.8055368,60.6182186 56.8054478,60.6181543 56.8054488,60.6184024 56.8046734,60.6184534 56.8046324,60.6184924 56.8046011,60.6185943 56.8046057,60.6186561 56.8046878,60.619663 56.8048161,60.6195757 56.8050706,60.6207286 56.8052005,60.6207189 56.8052384,60.6207089 56.8052743,60.6207065 56.8052827,60.6206116 56.8055616,60.6205306 56.8055533,60.6204341 56.805837,60.6204099 56.8058258,60.6203766 56.8058104,60.6201194 56.8057914,60.6195689 56.8057508,60.6194969 56.8057416,60.6194117 56.8057336))",12152.67187804822,,1630
16411316,1,"POLYGON((60.6204341 56.805837,60.6205306 56.8055533,60.6206116 56.8055616,60.6207065 56.8052827,60.6208639 56.8052988,60.6210704 56.8053198,60.6210608 56.8053479,60.6212938 56.8053717,60.6212108 56.8056154,60.62119 56.8056751,60.6210407 56.8061139,60.6207759 56.8060869,60.6207556 56.8061467,60.6207151 56.8061425,60.6206735 56.8061383,60.6207646 56.8058707,60.6204341 56.805837))",3019.7831953400746,,618
16417154,1,"POLYGON((60.6156486 56.8088026,60.6156957 56.8086632,60.6158236 56.8080696,60.6148499 56.8079763,60.6148741 56.8079081,60.6145361 56.8078787,60.6145146 56.8079439,60.6144738 56.8080575,60.6144679 56.808074,60.6139311 56.8080162,60.6140098 56.8077971,60.6140993 56.8075481,60.6141872 56.8073033,60.6145924 56.807347,60.6149236 56.8073826,60.6166188 56.8075534,60.6161186 56.8090563,60.6155714 56.8089961,60.6156486 56.8088026))",13920.354805361014,,2
16417363,1,"POLYGON((60.5935183 56.8045527,60.5939433 56.8046023,60.5942035 56.8046286,60.5942447 56.8046328,60.594492 56.8046525,60.5944303 56.8048567,60.5950501 56.8049129,60.5948648 56.8055175,60.594336 56.8054738,60.5939401 56.8054338,60.5937334 56.8054129,60.5936395 56.8054034,60.5935103 56.8053941,60.5933225 56.8059683,60.5930036 56.8060042,60.5934808 56.8045674,60.5935183 56.8045527))",9666.710058569908,,100
16454650,1,"POLYGON((60.5907127 56.8029329,60.5916005 56.8028433,60.5919281 56.8028322,60.5919278 56.8028081,60.5918531 56.802401,60.591799 56.8021061,60.5914611 56.8021134,60.5914745 56.8016618,60.5913849 56.8015924,60.5926037 56.8015656,60.5938736 56.8016466,60.5935666 56.8024715,60.5931048 56.8038256,60.5927673 56.8038023,60.5922483 56.8037604,60.5916877 56.803756,60.5910252 56.803803,60.5907127 56.8029329,60.5928088 56.8014908,60.592768 56.8011449,60.5921108 56.8010812,60.5917656 56.8011008,60.5915737 56.8005706,60.5911226 56.8006196,60.5909809 56.8002247,60.592024 56.7999048,60.5927109 56.799823,60.5928464 56.8001455,60.5928438 56.8002094,60.5939019 56.800321,60.5935022 56.8015084,60.5928088 56.8014908,60.5907127 56.8029329))",50996.836155377125,,3478
16454740,1,"POLYGON((60.593867 56.8028918,60.5952322 56.8030269,60.5952179 56.8030961,60.5951677 56.803246,60.5952624 56.8032555,60.5951788 56.8035052,60.5953678 56.8035241,60.5953129 56.8036882,60.5952589 56.8038493,60.5952457 56.8038845,60.5952376 56.8039007,60.5936229 56.8037435,60.593867 56.8028918))",8973.949930265546,,1695
16511896,1,"POLYGON((60.6572302 56.7773565,60.6573329 56.7772998,60.6572904 56.7772595,60.6572489 56.7772201,60.6573159 56.777165,60.6585002 56.776361,60.659176 56.7766349,60.6600223 56.7763133,60.6605802 56.7767571,60.6595074 56.7771745,60.6585357 56.7774364,60.6580788 56.7774191,60.6577153 56.7774478,60.6574202 56.7774839,60.657324 56.7774542,60.6572489 56.7774006,60.6572302 56.7773565))",14530.9487413764,,520
16535454,1,"POLYGON((60.6306026 56.8166349,60.631953 56.8161836,60.6337585 56.8170979,60.6337193 56.8171415,60.6335771 56.8176289,60.6315601 56.8174645,60.6299347 56.817326,60.6299833 56.8172987,60.6304618 56.8170299,60.6305365 56.8169879,60.6307234 56.8168897,60.6308413 56.8168277,60.6307826 56.8167966,60.6305651 56.8166812,60.6306026 56.8166349,60.634186 56.8171576,60.6322347 56.8161124,60.6327054 56.8158401,60.632755 56.8157836,60.6330031 56.8156162,60.6332043 56.8154562,60.6333451 56.8153292,60.6334658 56.8151963,60.6335905 56.8150165,60.6336884 56.8148389,60.6338587 56.8144916,60.6341591 56.8145261,60.6346393 56.8147148,60.6346594 56.8147684,60.6348431 56.8148484,60.6354553 56.8156478,60.6354573 56.8156889,60.6351542 56.8164016,60.6348029 56.817231,60.634186 56.8171576,60.6292078 56.8159421,60.6289878 56.8154547,60.6290549 56.815371,60.6293553 56.8153505,60.6295389 56.8153127,60.6295434 56.8153276,60.629961 56.8155206,60.6301743 56.8156246,60.6305835 56.8153924,60.630632 56.8153666,60.6312612 56.815705,60.6313965 56.8157894,60.6307058 56.8159876,60.6302968 56.8161007,60.6299575 56.81613,60.6292078 56.8159421,60.631347 56.8139957,60.6316674 56.8143742,60.63189 56.8144021,60.6318712 56.8145621,60.6327006 56.8147211,60.6322709 56.8152653,60.6313992 56.8156646,60.6305324 56.815217,60.6309041 56.8143467,60.631347 56.8139957,60.6306026 56.8166349))",84019.70659455564,,622
16611607,1,"POLYGON((60.66906 56.8652421,60.66899 56.8652731,60.668308 56.8655477,60.6677699 56.8657641,60.667043 56.8653873,60.6663591 56.8657406,60.6636878 56.8644584,60.663118 56.864814,60.6621118 56.8643215,60.6641514 56.863046,60.66457 56.8632423,60.6643447 56.8633889,60.664967 56.8636998,60.665305 56.8634798,60.6653987 56.8635284,60.66906 56.8652421))",53887.57030586153,,330
16784305,1,"POLYGON((60.5341932 56.7734921,60.5356402 56.7726815,60.5357757 56.7728887,60.5363529 56.7732125,60.5367976 56.773462,60.5367976 56.7735266,60.5351864 56.7743643,60.5342616 56.77387,60.5341999 56.7738654,60.5341932 56.7734921))",15923.958760589829,,228
16784306,1,"POLYGON((60.5341932 56.7734921,60.5341999 56.7738654,60.5324498 56.7738749,60.5318328 56.7735324,60.5330247 56.7728657,60.5341932 56.7734921))",10254.529827817809,,1300
