id,Lat,Lon,Coordinates,area,population
relation/18178318,55.71933878181819,37.60612037727273,"[(55.7195884, 37.6066848), (55.7198547, 37.6068462), (55.7198968, 37.6066273), (55.7199256, 37.6064775), (55.7201372, 37.6053858), (55.7193509, 37.60486), (55.7193118, 37.6050549), (55.7191653, 37.6057872), (55.7189937, 37.6056789), (55.718986, 37.6057174), (55.7188714, 37.6056451), (55.718859, 37.6057072), (55.7187667, 37.6061341), (55.7190465, 37.6063136), (55.7190247, 37.6064212), (55.7190656, 37.6064465), (55.719147, 37.6064935), (55.7192072, 37.6061985), (55.7195353, 37.6063973), (55.7195875, 37.6064289), (55.7195435, 37.6066576), (55.7195884, 37.6066848)]",9827.44797408022,351
relation/18209440,55.473467568181825,37.30062793636363,"[(55.4738719, 37.3062564), (55.4769789, 37.3109971), (55.4775327, 37.3097816), (55.4771437, 37.3092223), (55.4780585, 37.3073368), (55.47783, 37.3069089), (55.4779736, 37.3025129), (55.4772604, 37.3013884), (55.4770821, 37.3017448), (55.4771127, 37.3021732), (55.4766093, 37.3031839), (55.4757272, 37.3019493), (55.4751646, 37.3031142), (55.4747424, 37.3024796), (55.4737433, 37.3009908), (55.472282, 37.2988758), (55.4715395, 37.2970916), (55.472331, 37.2968531), (55.4722694, 37.2962132), (55.4718139, 37.2963536), (55.4716906, 37.2953483), (55.471923, 37.2947072), (55.4716184, 37.2943251), (55.4715324, 37.2943935), (55.4712714, 37.2940912), (55.4713711, 37.2938403), (55.4714725, 37.2937594), (55.4719842, 37.2924607), (55.4711027, 37.2913523), (55.4708519, 37.291037), (55.4669581, 37.2924532), (55.4661556, 37.2941446), (55.4662593, 37.2946425), (55.4736365, 37.3058972), (55.4737622, 37.3056247), (55.473718, 37.3053015), (55.47347, 37.3049131), (55.4734217, 37.3050091), (55.4731503, 37.3045838), (55.4736725, 37.303546), (55.4742188, 37.3043915), (55.4740221, 37.3047993), (55.4743707, 37.3053238), (55.4738719, 37.3062564)]",517431.56299105287,10958
relation/18210235,55.71661676388889,37.62130246388889,"[(55.7180539, 37.6210822), (55.7179768, 37.6207711), (55.7178937, 37.6202186), (55.7178558, 37.6202365), (55.7178144, 37.6199431), (55.7177849, 37.6199595), (55.7176543, 37.6190617), (55.7150846, 37.6202289), (55.7148003, 37.6203552), (55.7147708, 37.620378), (55.7147474, 37.6204316), (55.7147376, 37.6204906), (55.7147368, 37.6205537), (55.7147439, 37.6218571), (55.7147495, 37.6219646), (55.714764, 37.622045), (55.7147983, 37.6221069), (55.7148562, 37.6221603), (55.7149404, 37.6221851), (55.7152702, 37.6221871), (55.7154507, 37.6221509), (55.7158058, 37.6221509), (55.7159599, 37.6221885), (55.7169291, 37.6222046), (55.7170575, 37.6221697), (55.717402, 37.622171), (55.7175198, 37.6222113), (55.7184845, 37.6222086), (55.7184864, 37.6220442), (55.7184518, 37.621457), (55.7182647, 37.6214255), (55.7181755, 37.6214106), (55.7181649, 37.6213125), (55.7179964, 37.6213718), (55.7179668, 37.6211126), (55.7180539, 37.6210822)]",58031.00779945031,1597
relation/18271744,55.77631761346154,37.613786838461536,"[(55.7766914, 37.6140077), (55.7766725, 37.6130176), (55.7766851, 37.6130173), (55.7769219, 37.6130114), (55.7769283, 37.6124896), (55.777018, 37.6124018), (55.7770305, 37.6123269), (55.776947, 37.6122754), (55.7769521, 37.6121908), (55.7768568, 37.6121766), (55.7768498, 37.6123153), (55.7765885, 37.6124324), (55.7765482, 37.6124527), (55.7765227, 37.6124656), (55.7762746, 37.612583), (55.7761413, 37.6126502), (55.775995, 37.6127307), (55.7759762, 37.6132739), (55.7758648, 37.6132696), (55.7758485, 37.6131606), (55.7756532, 37.6131371), (55.7756515, 37.6132543), (55.7753789, 37.6132479), (55.7753568, 37.6132474), (55.7753296, 37.6132468), (55.7752839, 37.6132457), (55.7752574, 37.6132666), (55.7752647, 37.6132954), (55.7753819, 37.6137602), (55.7754024, 37.6138332), (55.7754234, 37.6138977), (55.7754433, 37.6139428), (55.775458, 37.6139704), (55.7759823, 37.6148829), (55.7760023, 37.6149128), (55.7761398, 37.6151183), (55.7762149, 37.6152243), (55.776719, 37.6159611), (55.7767256, 37.6159707), (55.7767435, 37.6159841), (55.7767584, 37.615983), (55.7767724, 37.6159649), (55.7767802, 37.6159363), (55.7768742, 37.6153972), (55.7769182, 37.6151447), (55.7769521, 37.6149506), (55.7769847, 37.6147634), (55.7770573, 37.6143551), (55.777007, 37.6143282), (55.7768245, 37.6142322), (55.7767699, 37.6142035), (55.7766914, 37.6140077)]",23124.70008388671,669
relation/18271747,55.77722117272728,37.612066218181816,"[(55.7773195, 37.611639), (55.7769851, 37.6115011), (55.7769521, 37.6121908), (55.776947, 37.6122754), (55.7770305, 37.6123269), (55.7773252, 37.6125087), (55.7773297, 37.6124831), (55.7773473, 37.6123833), (55.7774081, 37.6120547), (55.7774689, 37.6117264), (55.7773195, 37.611639)]",2514.211904540658,112
relation/18274492,55.78090416296296,37.60594700740741,"[(55.7805918, 37.6057238), (55.7806131, 37.6059362), (55.7806442, 37.6062472), (55.7806653, 37.606458), (55.7807547, 37.60643), (55.7809918, 37.6063558), (55.7811011, 37.6063216), (55.7811147, 37.6063167), (55.7811422, 37.6063067), (55.7811605, 37.6063001), (55.7811306, 37.6060397), (55.7811245, 37.6059864), (55.7811226, 37.6059746), (55.7811108, 37.6059806), (55.7810888, 37.6059707), (55.7810582, 37.6057792), (55.7810298, 37.6056072), (55.780956, 37.6056692), (55.7809669, 37.6057103), (55.7809342, 37.6057378), (55.7809239, 37.6056992), (55.7808504, 37.6057611), (55.7808066, 37.6055963), (55.7807645, 37.6055985), (55.7805851, 37.6056524), (55.7805883, 37.6056861), (55.7805918, 37.6057238)]",2475.9827291045804,50
relation/18302070,55.81819657692308,37.7494991,"[(55.8179055, 37.7472301), (55.8173291, 37.7489506), (55.8172308, 37.7491816), (55.8172354, 37.7491903), (55.8172409, 37.7492007), (55.8185247, 37.7516163), (55.8186602, 37.7513802), (55.8187441, 37.7513157), (55.819107, 37.7504524), (55.8192802, 37.7500426), (55.8189358, 37.7493388), (55.8184563, 37.7483589), (55.8179055, 37.7472301)]",29744.626031018794,6685
relation/18302072,55.81662149,37.747834125,"[(55.8171812, 37.7490222), (55.8176862, 37.74781), (55.8177206, 37.7473409), (55.8179241, 37.7468455), (55.8184114, 37.746144), (55.8176073, 37.7447407), (55.8174284, 37.7444285), (55.8170595, 37.7450208), (55.8166925, 37.7457156), (55.8160095, 37.7470086), (55.8151832, 37.7486263), (55.8153202, 37.7488785), (55.8153855, 37.7489858), (55.8151728, 37.7493781), (55.8159029, 37.7506022), (55.816181, 37.7500385), (55.8158542, 37.7495255), (55.8158919, 37.7494417), (55.8166362, 37.7481069), (55.8171812, 37.7490222)]",54141.65026155859,2790
relation/18305098,55.71333002857143,37.62457215714285,"[(55.7131471, 37.6248575), (55.7134402, 37.6248706), (55.7134609, 37.6246004), (55.7134768, 37.6243923), (55.7134799, 37.6243513), (55.7131582, 37.6240755), (55.7131471, 37.6248575)]",1425.4332016911358,71
relation/18316291,55.68251025454545,37.63800743636364,"[(55.6828685, 37.6372753), (55.6819714, 37.6368603), (55.681823, 37.6378986), (55.68206, 37.6383676), (55.6821717, 37.6384519), (55.6823795, 37.6385132), (55.6827495, 37.638678), (55.6827935, 37.6386586), (55.6830089, 37.638223), (55.6829183, 37.63788), (55.6828685, 37.6372753)]",10274.35111035034,16
relation/18339298,55.76408850789473,37.597112321052634,"[(55.7640315, 37.5981811), (55.7640722, 37.5982588), (55.7642751, 37.5987723), (55.7642785, 37.5987758), (55.7642841, 37.5987815), (55.7642943, 37.5987839), (55.7643037, 37.5987812), (55.7643085, 37.5987772), (55.7643122, 37.5987742), (55.764841, 37.5980301), (55.7648474, 37.5980164), (55.76485, 37.5980044), (55.7648504, 37.5979863), (55.7648489, 37.5979721), (55.7644888, 37.5966243), (55.7644614, 37.5964815), (55.7643169, 37.5955458), (55.7643283, 37.5955069), (55.7643233, 37.5954743), (55.7643186, 37.5954475), (55.7643122, 37.5954237), (55.7643035, 37.5954133), (55.7642905, 37.5954087), (55.7642805, 37.5954121), (55.7636681, 37.5960624), (55.7636612, 37.5961022), (55.7635839, 37.5961972), (55.763322, 37.5965451), (55.7633097, 37.5965616), (55.7633042, 37.5965747), (55.7633021, 37.5965888), (55.7633032, 37.5966066), (55.7633076, 37.5966243), (55.7633101, 37.5966291), (55.7637816, 37.5975879), (55.7637869, 37.5975991), (55.7638694, 37.5977747), (55.7640315, 37.5981811)]",17917.440162180457,1312
relation/18343602,55.86295030232558,37.58635493023256,"[(55.8625014, 37.5850152), (55.8624161, 37.5850175), (55.8624115, 37.5850177), (55.8622948, 37.5850204), (55.8621981, 37.5850251), (55.8621636, 37.5850294), (55.8621462, 37.5850301), (55.8621011, 37.5850318), (55.8620863, 37.5850296), (55.8618805, 37.5850375), (55.8569362, 37.585227), (55.8567987, 37.585228), (55.8566969, 37.5852575), (55.8566532, 37.5852987), (55.8566367, 37.585351), (55.8566322, 37.5854194), (55.8566359, 37.5855039), (55.8566412, 37.5855683), (55.8571658, 37.588854), (55.8572057, 37.5891571), (55.857217, 37.5892885), (55.8572291, 37.5897968), (55.8572411, 37.5898598), (55.857278, 37.5899228), (55.8573216, 37.5899631), (55.8573661, 37.5899792), (55.8577688, 37.5899684), (55.8580962, 37.5899939), (55.8609586, 37.5898639), (55.8613514, 37.5899212), (55.8616853, 37.5901158), (55.8662237, 37.5946319), (55.867028, 37.5954323), (55.8671092, 37.5953853), (55.8683178, 37.5915364), (55.8690554, 37.589207), (55.8690482, 37.5890895), (55.8686428, 37.5883877), (55.8671658, 37.5854106), (55.8671405, 37.5853728), (55.8671119, 37.5853349), (55.8670849, 37.5853014), (55.8670547, 37.5852671), (55.8670271, 37.5852394), (55.8669991, 37.5852169), (55.8669672, 37.5852006), (55.8669336, 37.5851908), (55.8667714, 37.5851592), (55.8666284, 37.5851425), (55.8662786, 37.5851015), (55.8661803, 37.5850938), (55.8660122, 37.5850804), (55.8656344, 37.5850435), (55.8656261, 37.5850426), (55.865517, 37.5850346), (55.8653435, 37.5850218), (55.8651609, 37.5850055), (55.8650221, 37.5849932), (55.8649966, 37.584992), (55.8649235, 37.5849888), (55.8648375, 37.5849849), (55.8644006, 37.5849717), (55.8642268, 37.5849664), (55.8641978, 37.5849656), (55.8640911, 37.5849686), (55.8639095, 37.5849733), (55.863829, 37.5849753), (55.8637951, 37.5849763), (55.8636679, 37.5849801), (55.8636171, 37.5849829), (55.8634715, 37.5849908), (55.8634255, 37.584992), (55.8633868, 37.584993), (55.8632724, 37.5849958), (55.8632483, 37.5849964), (55.8629052, 37.5850051), (55.8628775, 37.5850058), (55.8627811, 37.5850082), (55.8627522, 37.5850089), (55.8627267, 37.5850096), (55.8627011, 37.5850102), (55.8626759, 37.5850108), (55.8626498, 37.5850115), (55.8625323, 37.5850144), (55.8625257, 37.5850146), (55.8625014, 37.5850152)]",520957.1185244235,8368
relation/18372402,55.747169218181824,37.61827474545454,"[(55.7476754, 37.617453), (55.7473358, 37.6177025), (55.747213, 37.6171494), (55.7471662, 37.6171861), (55.7471614, 37.6171647), (55.7465213, 37.6176527), (55.7462397, 37.6178674), (55.746343, 37.6181373), (55.746367, 37.6182), (55.7463839, 37.6182443), (55.7463462, 37.6182979), (55.7469523, 37.6197275), (55.7469915, 37.6197557), (55.7475061, 37.6195201), (55.7474748, 37.6192796), (55.7477907, 37.6191203), (55.7477394, 37.6187266), (55.7476473, 37.61877), (55.747603, 37.6184213), (55.7478249, 37.6183087), (55.7477645, 37.6179063), (55.7476754, 37.617453)]",17628.22110852599,123
relation/18400267,55.77672375185185,37.634899285185185,"[(55.7762543, 37.6341517), (55.7761847, 37.6343352), (55.776153, 37.6352091), (55.7761238, 37.6352346), (55.7761078, 37.6357869), (55.7760755, 37.6361182), (55.7761004, 37.6362197), (55.7770147, 37.6364243), (55.7770114, 37.6357929), (55.7770118, 37.6354681), (55.7770195, 37.6351321), (55.7770251, 37.6349751), (55.7770055, 37.6349727), (55.7770082, 37.6349022), (55.7770278, 37.6349046), (55.7770286, 37.6348853), (55.7770319, 37.6348317), (55.7770343, 37.6347919), (55.7770681, 37.6343822), (55.7770718, 37.6343378), (55.7770756, 37.6342949), (55.7770775, 37.6342738), (55.7767346, 37.6342408), (55.7767375, 37.6341416), (55.7766526, 37.6341338), (55.776651, 37.6341878), (55.7762543, 37.6341517)]",13169.06446619844,436
relation/18484403,55.591669919999994,37.37212482666666,"[(55.59303, 37.3624584), (55.5879762, 37.3715281), (55.5879836, 37.3720108), (55.588248, 37.372503), (55.588229, 37.3726358), (55.5885314, 37.3731534), (55.5886546, 37.3733425), (55.5887935, 37.373634), (55.5876985, 37.3765182), (55.5876766, 37.3767461), (55.5877291, 37.3789563), (55.5895845, 37.3798288), (55.591688, 37.3814964), (55.5916971, 37.3810995), (55.5919911, 37.3808044), (55.5922912, 37.3770815), (55.591496, 37.3758449), (55.5914462, 37.3757674), (55.5931736, 37.3728846), (55.59454, 37.3706111), (55.5946009, 37.3705098), (55.5950041, 37.3691153), (55.5952536, 37.3666337), (55.5952554, 37.3665849), (55.5952498, 37.3665547), (55.5952383, 37.3665334), (55.5950434, 37.3661738), (55.5949819, 37.3660604), (55.593982, 37.3642152), (55.59303, 37.3624584)]",520529.2200571634,16204
relation/18485929,55.596475080000005,37.34391368,"[(55.5977315, 37.340523), (55.5974663, 37.3402347), (55.5972791, 37.3402763), (55.5959235, 37.3410586), (55.5954368, 37.3382397), (55.5928799, 37.3397186), (55.5936425, 37.3448386), (55.593983, 37.347125), (55.5948025, 37.3488725), (55.5963341, 37.3471783), (55.5966163, 37.3469993), (55.5969167, 37.3469174), (55.597166, 37.3468286), (55.597135, 37.3463675), (55.5972228, 37.3460403), (55.5972608, 37.3457373), (55.597592, 37.3451192), (55.5983447, 37.343167), (55.5980366, 37.3425087), (55.5977315, 37.340523)]",240722.37785837054,5771
relation/18493802,55.804441800000006,37.37320697647059,"[(55.8042912, 37.3722491), (55.8042621, 37.3726639), (55.8040467, 37.3738373), (55.8042463, 37.3739272), (55.8042644, 37.3738494), (55.8044814, 37.3739433), (55.8044633, 37.3740318), (55.8048839, 37.3741901), (55.8051869, 37.3743027), (55.8053482, 37.3743537), (55.805459, 37.3743805), (55.8057654, 37.3743929), (55.8059974, 37.3744234), (55.8060503, 37.3737656), (55.8061114, 37.3726989), (55.8055616, 37.372533), (55.8054036, 37.372485), (55.8053679, 37.3724742), (55.805205, 37.3724345), (55.804893, 37.3723585), (55.8042912, 37.3722491), (55.8030261, 37.3733774), (55.8035875, 37.3736376), (55.8036161, 37.3734578), (55.8037765, 37.3735491), (55.803886, 37.3729402), (55.8037247, 37.3728664), (55.8037548, 37.3726585), (55.8035604, 37.3726143), (55.803601, 37.3721236), (55.8033929, 37.3720858), (55.8033141, 37.3724263), (55.8031748, 37.3723787), (55.8030261, 37.3733774)]",29157.813591375947,910
relation/18493803,55.804991082608694,37.37481004782609,"[(55.8047819, 37.3754501), (55.8057477, 37.3761977), (55.8058528, 37.376076), (55.8059351, 37.3751814), (55.805968, 37.3747038), (55.8059438, 37.3746376), (55.8058174, 37.374602), (55.8057009, 37.374579), (55.8056753, 37.3746461), (55.8054733, 37.3746058), (55.8054824, 37.3745602), (55.8050316, 37.3744154), (55.804608, 37.3742491), (55.8042463, 37.3740908), (55.8040895, 37.3740265), (55.8040488, 37.3741499), (55.8040005, 37.3742276), (55.8039252, 37.3743001), (55.8038709, 37.3744798), (55.8044724, 37.3752522), (55.8046653, 37.3753944), (55.8046759, 37.3753555), (55.8047819, 37.3754501)]",16095.088545521721,328
relation/18493805,55.80947456363637,37.37956191818182,"[(55.8092876, 37.3794861), (55.8092206, 37.3799756), (55.8091723, 37.3805281), (55.8094301, 37.3806059), (55.8096215, 37.379698), (55.8097587, 37.3790328), (55.8097413, 37.3789591), (55.8096953, 37.378947), (55.8095774, 37.378877), (55.8094278, 37.3795854), (55.8092876, 37.3794861)]",3267.4807873601094,8
relation/18493806,55.80871438947368,37.378446157894736,"[(55.8095774, 37.378877), (55.8095816, 37.378857), (55.8095927, 37.3788047), (55.809213, 37.3786372), (55.8092673, 37.3782536), (55.8090005, 37.3781222), (55.8085233, 37.3778625), (55.8078022, 37.3774651), (55.8077419, 37.3777977), (55.8077074, 37.3777933), (55.8076991, 37.3778488), (55.8076937, 37.3778853), (55.8079198, 37.377968), (55.8084338, 37.3782788), (55.8083505, 37.3787205), (55.8091764, 37.3793568), (55.8092876, 37.3794861), (55.8094278, 37.3795854), (55.8095774, 37.378877)]",9852.590126217809,32
relation/18493807,55.80823290740741,37.37762624814815,"[(55.8095927, 37.3788047), (55.8097481, 37.3788732), (55.8099501, 37.3778674), (55.8099621, 37.377677), (55.8091452, 37.3772693), (55.8086629, 37.3770654), (55.8083147, 37.3768991), (55.8080253, 37.3767409), (55.8077962, 37.3766711), (55.8075354, 37.3766148), (55.8073003, 37.3765478), (55.8071857, 37.3764968), (55.8069732, 37.3773578), (55.8069641, 37.3775268), (55.8069867, 37.3776448), (55.8070606, 37.3777252), (55.8072535, 37.3777977), (55.8073485, 37.3778084), (55.8076349, 37.3777842), (55.8077074, 37.3777933), (55.8077419, 37.3777977), (55.8078022, 37.3774651), (55.8085233, 37.3778625), (55.8090005, 37.3781222), (55.8092673, 37.3782536), (55.809213, 37.3786372), (55.8095927, 37.3788047)]",20732.700958512258,670
relation/18493808,55.80692673846154,37.37372025384615,"[(55.8074547, 37.3729752), (55.80744, 37.3729728), (55.8064171, 37.3727925), (55.8061747, 37.372718), (55.8060552, 37.3744127), (55.806423, 37.3745012), (55.8068835, 37.3745736), (55.8069445, 37.3745374), (55.8069619, 37.3745696), (55.8071616, 37.3746085), (55.807243, 37.3733492), (55.8074337, 37.3733774), (55.8074547, 37.3729752)]",13599.210193221457,379
relation/18493809,55.80932262272727,37.37387498636363,"[(55.8087967, 37.3729132), (55.8087717, 37.3729467), (55.8079891, 37.3728463), (55.8075079, 37.3729725), (55.8075068, 37.3731145), (55.8074028, 37.37463), (55.8084594, 37.3747319), (55.8093336, 37.3748311), (55.8096871, 37.3748714), (55.8102832, 37.3749451), (55.8104407, 37.3749894), (55.8107451, 37.3750699), (55.8108356, 37.3746179), (55.8108762, 37.3746411), (55.8109898, 37.3740512), (55.8101729, 37.3736231), (55.8098169, 37.3734317), (55.8097042, 37.3734515), (55.8091181, 37.3732889), (55.8089387, 37.3731937), (55.8089245, 37.3731754), (55.8087967, 37.3729132)]",36891.89690963924,1769
relation/18493810,55.8116193,37.375832358333334,"[(55.8123851, 37.3750634), (55.8124248, 37.3748847), (55.8121384, 37.3747819), (55.8118961, 37.3745117), (55.8114655, 37.3741998), (55.8111776, 37.3740598), (55.8109898, 37.3740512), (55.8108762, 37.3746411), (55.8107399, 37.3753488), (55.8106389, 37.3759738), (55.811195, 37.3766577), (55.8112237, 37.3766577), (55.8112704, 37.376714), (55.8112749, 37.3767596), (55.8115266, 37.3769876), (55.8115462, 37.3770386), (55.8116427, 37.3770091), (55.8117557, 37.3766765), (55.8119275, 37.3768321), (55.8120466, 37.3765263), (55.8121129, 37.3765933), (55.8121364, 37.3765139), (55.8120872, 37.3764306), (55.8123851, 37.3750634)]",23856.379507257603,1392
relation/18493811,55.81159447741935,37.37858635483871,"[(55.8111232, 37.3800894), (55.8112671, 37.380221), (55.8113191, 37.3801967), (55.8114726, 37.3797576), (55.8114913, 37.379704), (55.8115783, 37.3794286), (55.8116193, 37.379299), (55.8116482, 37.3792076), (55.8116582, 37.3791905), (55.8118067, 37.3789377), (55.8119424, 37.3787066), (55.8119982, 37.3786115), (55.8120996, 37.3784388), (55.8121806, 37.3783008), (55.8121927, 37.3782798), (55.812371, 37.3779686), (55.81251, 37.3777401), (55.8119712, 37.3769259), (55.8118627, 37.376942), (55.8117828, 37.3770118), (55.8117316, 37.3771539), (55.8116562, 37.3770869), (55.8115933, 37.3771291), (55.8115628, 37.3771754), (55.8113849, 37.3776877), (55.8112508, 37.3780712), (55.8110609, 37.3785326), (55.8108514, 37.3790288), (55.8106283, 37.3795894), (55.8106902, 37.3796746), (55.8111232, 37.3800894)]",18627.608633417636,676
relation/18496854,55.869234757142856,37.50369295714286,"[(55.8688227, 37.505332), (55.8698317, 37.5030499), (55.8698768, 37.5031132), (55.8699876, 37.5028627), (55.8692065, 37.5018145), (55.8680953, 37.5043464), (55.8688227, 37.505332)]",20695.11868030578,57
relation/18516370,55.77014741315789,37.63477874473684,"[(55.7701258, 37.6365316), (55.770174, 37.6365459), (55.7701926, 37.6365413), (55.7702081, 37.6365265), (55.7702238, 37.6364927), (55.7702306, 37.6364496), (55.7702348, 37.6364126), (55.7702408, 37.6363535), (55.7702231, 37.636306), (55.7703269, 37.6353181), (55.7703419, 37.6351755), (55.7703721, 37.6348881), (55.7706119, 37.632607), (55.7706116, 37.6325844), (55.7706071, 37.6325589), (55.7705977, 37.6325435), (55.7705864, 37.6325364), (55.7703234, 37.6325016), (55.7700675, 37.6324555), (55.7700578, 37.6324576), (55.7700492, 37.632463), (55.7700465, 37.6324698), (55.7700426, 37.6324797), (55.770039, 37.6324943), (55.7700386, 37.6325017), (55.7699714, 37.6337013), (55.7699477, 37.6341248), (55.769921, 37.6346274), (55.7698926, 37.6351622), (55.7698296, 37.6363498), (55.7698301, 37.6363653), (55.7698335, 37.6363793), (55.7698344, 37.6363831), (55.7698421, 37.6363961), (55.769851, 37.6364049), (55.7700394, 37.6364732), (55.7701093, 37.6364985), (55.7701258, 37.6365316)]",13474.614216150949,560
relation/18530508,55.76507991923077,37.596621738461536,"[(55.7654356, 37.5970902), (55.7654477, 37.5971197), (55.7657095, 37.5967284), (55.7657167, 37.5967122), (55.765718, 37.5966961), (55.7657169, 37.5966796), (55.7656981, 37.5965775), (55.7653096, 37.5944495), (55.7653195, 37.5944073), (55.7653057, 37.594345), (55.7653011, 37.5943432), (55.7643833, 37.5953172), (55.7643744, 37.5953267), (55.764368, 37.5953372), (55.7643626, 37.5953536), (55.7643614, 37.5953754), (55.7643628, 37.5953976), (55.7643646, 37.5954092), (55.7645173, 37.5964079), (55.7645584, 37.5966217), (55.7646564, 37.5969801), (55.7648994, 37.5978754), (55.7649072, 37.5978889), (55.7649158, 37.597896), (55.7649252, 37.5978937), (55.7649311, 37.5978889), (55.7649355, 37.5978853), (55.765131, 37.597593), (55.7651155, 37.597558), (55.765077, 37.5974698), (55.7650675, 37.5974132), (55.7650117, 37.5972742), (55.7649199, 37.5970345), (55.764945, 37.5969931), (55.7649005, 37.5968859), (55.7649548, 37.5968228), (55.7647413, 37.5962877), (55.7650307, 37.5960917), (55.7652634, 37.5966657), (55.7652477, 37.5966858), (55.765268, 37.5967357), (55.7653384, 37.5969095), (55.7653312, 37.5969224), (55.7653279, 37.5969447), (55.7653313, 37.596967), (55.7653406, 37.5969833), (55.7653531, 37.5969892), (55.7653626, 37.5969848), (55.7653672, 37.5969804), (55.7653882, 37.5970322), (55.7654039, 37.5970121), (55.7654356, 37.5970902)]",16197.981636284152,649
relation/18545285,55.44802215714286,37.253320238095235,"[(55.446543, 37.2526393), (55.4460371, 37.2548867), (55.4453636, 37.2575561), (55.4453964, 37.2576215), (55.445719, 37.257365), (55.4462737, 37.2568798), (55.4475131, 37.2557967), (55.4485005, 37.2549314), (55.4495203, 37.2535785), (55.4497757, 37.2533803), (55.4501527, 37.2533548), (55.4503583, 37.2514751), (55.4505185, 37.2497106), (55.4504072, 37.2495292), (55.4498989, 37.2500133), (55.4494382, 37.2504521), (55.4484263, 37.2513564), (55.4481127, 37.2516731), (55.4473539, 37.2523385), (55.4466132, 37.2525473), (55.446543, 37.2526393)]",112099.6262566559,3946
relation/18558108,55.778400862162165,37.59240534864865,"[(55.7789042, 37.5924167), (55.7789294, 37.592361), (55.7785761, 37.5918131), (55.7785708, 37.5917594), (55.7785419, 37.591715), (55.7785172, 37.5916772), (55.7784989, 37.5916582), (55.7784782, 37.5916503), (55.7784572, 37.5916538), (55.7784378, 37.5916687), (55.7784215, 37.5916944), (55.778396, 37.5917465), (55.7783929, 37.5918139), (55.7781245, 37.592361), (55.7780915, 37.5923669), (55.7780603, 37.5924306), (55.7780507, 37.592458), (55.7780478, 37.5924851), (55.7780492, 37.5925147), (55.7780523, 37.5925317), (55.7780665, 37.5925649), (55.7780944, 37.5926082), (55.7781227, 37.5926037), (55.7782131, 37.5927433), (55.7782163, 37.5927963), (55.7782715, 37.5928815), (55.7783036, 37.5928837), (55.778368, 37.5929831), (55.7783764, 37.5930435), (55.7784659, 37.5931817), (55.7784818, 37.5932065), (55.7785227, 37.5931165), (55.7785704, 37.5930222), (55.7785871, 37.5930491), (55.7787944, 37.5926396), (55.7788745, 37.5924812), (55.7789042, 37.5924167)]",4888.341598701896,16
relation/18558789,55.65124318666667,37.53296783333334,"[(55.6517816, 37.5327437), (55.6512004, 37.5320682), (55.6510842, 37.5319713), (55.6509837, 37.5318944), (55.6507298, 37.5325032), (55.6507202, 37.532592), (55.6507966, 37.5331518), (55.6508375, 37.533233), (55.6513783, 37.5338236), (55.6514129, 37.5337091), (55.6514474, 37.533512), (55.6514736, 37.5335264), (55.6515053, 37.5335448), (55.6515147, 37.5335003), (55.6517816, 37.5327437)]",8225.7548204083,303
relation/18572191,55.67970540416667,37.5503273375,"[(55.6803556, 37.5516433), (55.6806877, 37.5505427), (55.680742, 37.5504433), (55.6805751, 37.5502736), (55.6802384, 37.549913), (55.6802069, 37.5498921), (55.6801715, 37.5499096), (55.6801361, 37.5499096), (55.6791954, 37.5488799), (55.6791895, 37.5488275), (55.6791895, 37.5487821), (55.6790903, 37.5486919), (55.6786408, 37.5499545), (55.6786414, 37.5500649), (55.6786726, 37.5500991), (55.6787275, 37.5501593), (55.6787317, 37.550164), (55.6791426, 37.5505838), (55.6798174, 37.5512977), (55.6799904, 37.5514807), (55.6800772, 37.5515724), (55.6801485, 37.5516477), (55.680206, 37.5514801), (55.6803556, 37.5516433)]",20478.77776306914,54
