id,Lat,Lon,Coordinates,area,population
relation/3324681,55.69961574210526,37.84527806315789,"[(55.6982312, 37.8387147), (55.6980772, 37.8389602), (55.6979793, 37.8391569), (55.6979225, 37.8393003), (55.6978729, 37.8394764), (55.6978261, 37.839695), (55.6977276, 37.8402867), (55.6976821, 37.8405627), (55.6976165, 37.8409607), (55.6975768, 37.841201), (55.6975198, 37.8415467), (55.6973242, 37.8428202), (55.6972887, 37.8430495), (55.6971693, 37.8438228), (55.6971255, 37.8440999), (55.6969853, 37.8449875), (55.6969515, 37.8451882), (55.6969316, 37.8452987), (55.6969084, 37.8454147), (55.6968769, 37.8455535), (55.6968445, 37.8456835), (55.696794, 37.8458673), (55.6967025, 37.8461912), (55.6966568, 37.846353), (55.6965937, 37.8465717), (55.6965178, 37.8468222), (55.6964353, 37.8470497), (55.6963505, 37.8472484), (55.6962623, 37.8474551), (55.6962604, 37.8475366), (55.6962797, 37.8475891), (55.6963118, 37.8476394), (55.6964097, 37.8477904), (55.6965654, 37.8480282), (55.696949, 37.8486378), (55.6970302, 37.848764), (55.6972098, 37.8490666), (55.6975271, 37.8495641), (55.6975953, 37.8496735), (55.6976889, 37.8498358), (55.6977995, 37.8500124), (55.6978176, 37.8500427), (55.6978348, 37.8500677), (55.6979997, 37.8503115), (55.698083, 37.8504367), (55.698531, 37.8511564), (55.6986412, 37.8513354), (55.6990586, 37.8519365), (55.699141, 37.8520551), (55.6994066, 37.8525048), (55.6996557, 37.8529438), (55.6999399, 37.8534192), (55.6999814, 37.8534626), (55.7000028, 37.85347), (55.7000278, 37.8534712), (55.7000544, 37.8534563), (55.7000695, 37.8534408), (55.7000901, 37.8534166), (55.7001029, 37.8533979), (55.7001164, 37.8533775), (55.7004139, 37.852963), (55.7004782, 37.8528589), (55.7006502, 37.8525346), (55.7007575, 37.8522617), (55.7014127, 37.8510265), (55.7014558, 37.8509675), (55.7016545, 37.8507646), (55.701721, 37.8506912), (55.7018367, 37.8505131), (55.7020255, 37.8501508), (55.7022652, 37.8496787), (55.7025786, 37.8490563), (55.7030405, 37.8481385), (55.7034822, 37.8472207), (55.703814, 37.8465049), (55.7039336, 37.8462174), (55.7043693, 37.8451718), (55.7048991, 37.8438682), (55.704912, 37.8437843), (55.7049035, 37.8437395), (55.7048954, 37.8437085), (55.7048641, 37.843668), (55.7048216, 37.843615), (55.7047047, 37.8434705), (55.704517, 37.8432303), (55.7043753, 37.8430466), (55.7036962, 37.8421436), (55.7035651, 37.8419829), (55.7033623, 37.8417346), (55.703306, 37.8416647), (55.7024563, 37.8406275), (55.7020122, 37.8401112), (55.7016568, 37.8396968), (55.7014076, 37.8393639), (55.7010171, 37.8389324), (55.7004922, 37.8383831), (55.7000388, 37.8379172), (55.6999456, 37.8378265), (55.6998261, 37.8377283), (55.6996706, 37.8376271), (55.6995692, 37.8375954), (55.6994853, 37.8375836), (55.6993785, 37.8375832), (55.6992898, 37.8375978), (55.6992236, 37.8376138), (55.6991612, 37.8376338), (55.699096, 37.8376619), (55.6990319, 37.8376991), (55.6989623, 37.8377468), (55.6988814, 37.8378251), (55.6988037, 37.8379135), (55.6985842, 37.8381939), (55.6983293, 37.8385667), (55.6982312, 37.8387147)]",546715.6011985085,5160
relation/3333206,55.79479790833333,37.72321990499999,"[(55.790539, 37.7251971), (55.7906551, 37.7256709), (55.7907384, 37.7260809), (55.7908891, 37.7268788), (55.7908983, 37.72695), (55.7912352, 37.7276086), (55.791477, 37.7282629), (55.79173, 37.7295087), (55.7920905, 37.7296101), (55.7942754, 37.7293715), (55.7944624, 37.7293519), (55.7948212, 37.7293102), (55.7949903, 37.7292905), (55.7980391, 37.7289229), (55.7980754, 37.7289059), (55.798108, 37.728859), (55.7981316, 37.7287879), (55.7981453, 37.7287189), (55.7981455, 37.7286257), (55.797932, 37.7273804), (55.7978959, 37.7273109), (55.7978744, 37.7271809), (55.7978899, 37.7270815), (55.7965152, 37.7192151), (55.7964439, 37.719076), (55.7964254, 37.7189688), (55.7964314, 37.718865), (55.7961333, 37.7171072), (55.7960673, 37.7168418), (55.7958842, 37.7157521), (55.7958473, 37.7153947), (55.7957653, 37.7148976), (55.7957388, 37.7148158), (55.7957089, 37.7147637), (55.7956768, 37.7147315), (55.7956409, 37.7147202), (55.7949165, 37.714772), (55.7944724, 37.7148043), (55.7944895, 37.7156125), (55.7946343, 37.7183162), (55.7947692, 37.7195124), (55.7947579, 37.7196224), (55.7947262, 37.7196841), (55.7944005, 37.7198262), (55.7940032, 37.7199751), (55.7929189, 37.7202234), (55.792995, 37.7213928), (55.7904833, 37.7250793), (55.790539, 37.7251971), (55.7945293, 37.7262183), (55.7944209, 37.7255308), (55.7942421, 37.7243964), (55.794727, 37.7241545), (55.7947747, 37.7241307), (55.7953781, 37.7245029), (55.7955669, 37.7257008), (55.7948468, 37.7260599), (55.7948295, 37.7260685), (55.7946063, 37.7261798), (55.7945293, 37.7262183)]",423109.6551715778,7724
relation/3341828,55.841051916666665,37.51621390555555,"[(55.8405579, 37.5170203), (55.8409311, 37.5173704), (55.8409996, 37.5174777), (55.8410659, 37.517644), (55.8411275, 37.5177476), (55.8414409, 37.5167602), (55.8417723, 37.5171184), (55.8421473, 37.5164349), (55.8420174, 37.5161853), (55.8417157, 37.516058), (55.8411691, 37.5151053), (55.8407037, 37.5142068), (55.840569, 37.5141645), (55.8404666, 37.5145625), (55.8403206, 37.515204), (55.8405426, 37.5156178), (55.8408294, 37.5161523), (55.8405579, 37.5170203)]",19365.644208792597,392
relation/3366195,55.79265971785714,37.56487630535714,"[(55.7912017, 37.5683689), (55.7911686, 37.5686354), (55.791158, 37.5688689), (55.7911656, 37.5690285), (55.7911793, 37.5691349), (55.7912126, 37.5692132), (55.7912302, 37.5692548), (55.7912533, 37.56929), (55.7912773, 37.5693206), (55.7913038, 37.569348), (55.7913345, 37.5693763), (55.7913656, 37.5693853), (55.791394, 37.5693869), (55.7914119, 37.5693835), (55.7914254, 37.5693745), (55.7914628, 37.5693062), (55.7915185, 37.5691778), (55.791573, 37.5690452), (55.7921454, 37.5675125), (55.7923193, 37.5670188), (55.7923611, 37.5669128), (55.792414, 37.5667673), (55.7930284, 37.5651835), (55.7931776, 37.5647693), (55.7935699, 37.56368), (55.7935943, 37.5636122), (55.7936915, 37.5633965), (55.7938144, 37.5632032), (55.7940984, 37.562857), (55.7943987, 37.5624909), (55.7956854, 37.5609222), (55.7951589, 37.5593702), (55.7951009, 37.5592867), (55.7950238, 37.5592222), (55.794744, 37.5591306), (55.7944567, 37.5590305), (55.7943966, 37.5590169), (55.7942644, 37.5590282), (55.7941806, 37.5590663), (55.7941473, 37.5590985), (55.7939665, 37.5593463), (55.7937047, 37.5599763), (55.793602, 37.5602238), (55.7934153, 37.5606661), (55.7933869, 37.5607391), (55.7929122, 37.5619039), (55.7926287, 37.562672), (55.7923466, 37.5634997), (55.7922509, 37.563822), (55.7921483, 37.5642002), (55.7920447, 37.5645763), (55.7916562, 37.5661303), (55.7915334, 37.5666533), (55.7913843, 37.5673353), (55.7913541, 37.5674844), (55.7912017, 37.5683689)]",91620.04907482036,2597
relation/3368706,55.78508425625,37.676921362499996,"[(55.785198, 37.6787321), (55.785659, 37.6765969), (55.7856646, 37.6765059), (55.7856526, 37.6764402), (55.7856289, 37.6763932), (55.7852025, 37.6759226), (55.7850493, 37.6757762), (55.7848268, 37.675627), (55.784803, 37.6757439), (55.7847941, 37.6757873), (55.7844935, 37.6773439), (55.7846127, 37.6774236), (55.7848676, 37.6775998), (55.78493, 37.6776522), (55.7847675, 37.6784649), (55.785198, 37.6787321)]",14336.687978278846,180
relation/3370889,55.78975488888889,37.57608623888889,"[(55.7901317, 37.5764265), (55.7902009, 37.5762622), (55.790201, 37.576262), (55.7902078, 37.5762458), (55.790221, 37.5762139), (55.7902351, 37.57618), (55.7895917, 37.5753277), (55.7895695, 37.5753134), (55.7895465, 37.5753077), (55.7895241, 37.5753204), (55.7895067, 37.5753511), (55.78914, 37.5762009), (55.7892142, 37.5763034), (55.789307, 37.5764263), (55.7894362, 37.5765994), (55.7895151, 37.5764227), (55.7899078, 37.5769624), (55.7901317, 37.5764265)]",6400.281384520829,105
relation/3371209,55.92345570444444,37.54907288888889,"[(55.9228769, 37.5506138), (55.9229115, 37.5506276), (55.9229471, 37.55061), (55.9229809, 37.5505669), (55.923383, 37.5497827), (55.9234459, 37.5496646), (55.9235115, 37.5495608), (55.9236784, 37.5493152), (55.923761, 37.5492344), (55.9238446, 37.5491579), (55.9239365, 37.5491116), (55.9241425, 37.5491045), (55.9241933, 37.5490811), (55.924225, 37.5490473), (55.9242478, 37.5489745), (55.9242602, 37.5488809), (55.9243503, 37.5481262), (55.9243504, 37.5480904), (55.9243451, 37.548059), (55.9243309, 37.5480382), (55.9243116, 37.548026), (55.9241103, 37.5479641), (55.9240283, 37.5479409), (55.9239137, 37.5479085), (55.9238826, 37.5479034), (55.9238627, 37.5479047), (55.9238412, 37.5479151), (55.9238233, 37.5479323), (55.9238051, 37.5479539), (55.9234743, 37.5484006), (55.9230577, 37.5489777), (55.922979, 37.5490689), (55.9228976, 37.5491431), (55.9228204, 37.5492051), (55.9227201, 37.54927), (55.9226206, 37.5493149), (55.922596, 37.5493232), (55.9225718, 37.549337), (55.9225549, 37.5493612), (55.9225474, 37.5494041), (55.9225473, 37.5494493), (55.9226082, 37.5499362), (55.9226394, 37.5501142), (55.9226935, 37.5502642), (55.9228769, 37.5506138)]",14634.701347024995,589
relation/3371210,55.92123654615385,37.54758843846154,"[(55.9213372, 37.5487984), (55.9214888, 37.5473776), (55.9214909, 37.5473409), (55.9214857, 37.5473105), (55.9214736, 37.5472894), (55.9214559, 37.5472753), (55.92107, 37.5471442), (55.9210485, 37.5471407), (55.921027, 37.5471499), (55.9210099, 37.5471752), (55.9210011, 37.5472134), (55.9208493, 37.5486358), (55.9213372, 37.5487984)]",5298.513360021403,160
relation/3371211,55.92179669230769,37.54778043076923,"[(55.9219026, 37.5489868), (55.9220512, 37.5475944), (55.9220546, 37.5475453), (55.9220456, 37.5474996), (55.922028, 37.5474732), (55.9220053, 37.5474606), (55.9216239, 37.547331), (55.9216041, 37.5473309), (55.9215851, 37.5473436), (55.9215728, 37.5473678), (55.9215665, 37.5474014), (55.9214147, 37.5488242), (55.9219026, 37.5489868)]",5289.6523915644575,160
relation/3371213,55.92245018,37.548989536,"[(55.9227762, 37.5506239), (55.9226405, 37.5503347), (55.9225792, 37.5501645), (55.9225444, 37.5499667), (55.9224822, 37.5494692), (55.9224718, 37.5493151), (55.9224692, 37.5492568), (55.922471, 37.5491663), (55.9224714, 37.5491555), (55.9226146, 37.5477353), (55.9226162, 37.5476968), (55.9226095, 37.5476624), (55.9225976, 37.5476436), (55.9225755, 37.5476298), (55.9222128, 37.5475111), (55.9221839, 37.5475114), (55.9221568, 37.5475315), (55.9221393, 37.5475716), (55.9221296, 37.5476229), (55.9219813, 37.549013), (55.9221229, 37.5490602), (55.9224316, 37.5506758), (55.9225807, 37.5509668), (55.9226201, 37.5508296), (55.9227762, 37.5506239)]",8636.837856162252,321
relation/3371214,55.920525276,37.547704512,"[(55.9202081, 37.5476801), (55.9201555, 37.5481916), (55.9201527, 37.5482388), (55.9201588, 37.5482816), (55.9201747, 37.5483053), (55.9201981, 37.5483192), (55.9207352, 37.5484951), (55.9207562, 37.5484969), (55.9207771, 37.548486), (55.9207885, 37.548464), (55.9207985, 37.5484202), (55.9208534, 37.5478866), (55.920872, 37.5477053), (55.9209238, 37.5472023), (55.9209252, 37.547164), (55.9209194, 37.5471287), (55.9209046, 37.5471081), (55.9208836, 37.5470951), (55.9203414, 37.5469174), (55.9203153, 37.5469187), (55.9202962, 37.5469326), (55.9202838, 37.5469662), (55.9202775, 37.5470054), (55.9202242, 37.5475235), (55.9202081, 37.5476801)]",6475.148323453963,32
relation/3375693,55.7832754,37.633412576666665,"[(55.7819823, 37.6336296), (55.782206, 37.6337354), (55.7827687, 37.6339668), (55.7828258, 37.6340036), (55.7828383, 37.634023), (55.7829256, 37.6340796), (55.7836565, 37.6343879), (55.7836737, 37.6343956), (55.7836911, 37.6343949), (55.7837055, 37.634383), (55.7837156, 37.6343658), (55.7837199, 37.6343532), (55.7837242, 37.6343406), (55.7837281, 37.6343176), (55.7838147, 37.6335987), (55.7838893, 37.6329425), (55.7838951, 37.6328914), (55.7838974, 37.6328713), (55.7838949, 37.6328434), (55.7838894, 37.6328201), (55.7838794, 37.6328017), (55.7838701, 37.6327919), (55.7838669, 37.6327885), (55.783383, 37.6325693), (55.7832805, 37.6325228), (55.7830802, 37.6324321), (55.7821913, 37.6320293), (55.7821391, 37.632005), (55.7821471, 37.6324631), (55.7819823, 37.6336296)]",20461.013791119447,1464
relation/3377904,55.733867924390246,37.6328116097561,"[(55.7341369, 37.6322759), (55.7338644, 37.6324284), (55.7338174, 37.6324546), (55.7336846, 37.6325257), (55.7336631, 37.6323791), (55.7336407, 37.6322266), (55.7334443, 37.6323164), (55.7334255, 37.632171), (55.7325173, 37.6326485), (55.73251, 37.6326547), (55.7325099, 37.6326548), (55.7325039, 37.6326695), (55.7325005, 37.632684), (55.7325005, 37.6327), (55.732501, 37.6327036), (55.7327526, 37.6344769), (55.7327573, 37.6344888), (55.7327659, 37.6344995), (55.7327746, 37.6345042), (55.7327835, 37.6345034), (55.7333566, 37.6341709), (55.7337732, 37.6339292), (55.7338712, 37.6338668), (55.734853, 37.633131), (55.7349255, 37.6330767), (55.7349379, 37.6330638), (55.7349462, 37.6330467), (55.7349507, 37.6330282), (55.7349515, 37.6330048), (55.7349509, 37.6329823), (55.734922, 37.6320592), (55.7349378, 37.6320144), (55.7349344, 37.6319044), (55.7349321, 37.6318824), (55.7349235, 37.6318617), (55.7349123, 37.6318469), (55.7348914, 37.6318428), (55.7348776, 37.6318447), (55.7342811, 37.6322764), (55.7342652, 37.6322012), (55.7341369, 37.6322759)]",26017.05637871399,1043
relation/3384838,55.71483960625,37.595870075,"[(55.7157605, 37.595234), (55.7154492, 37.5948983), (55.7151547, 37.5948457), (55.7142929, 37.5947592), (55.7142482, 37.595534), (55.7141913, 37.5965194), (55.7141922, 37.5965926), (55.7142057, 37.5965935), (55.7143024, 37.5966069), (55.7142994, 37.596682), (55.7146289, 37.5967356), (55.7148886, 37.5960598), (55.7150382, 37.5958103), (55.7154653, 37.5960364), (55.7155557, 37.5957795), (55.7157605, 37.595234)]",13584.089308658731,275
relation/3394701,55.75880622285714,37.60864108,"[(55.7573135, 37.6055211), (55.7571071, 37.6061566), (55.7571988, 37.6062482), (55.757426, 37.6064607), (55.757493, 37.606523), (55.7574676, 37.6066092), (55.7574109, 37.6067934), (55.7575198, 37.6069157), (55.7576439, 37.6070548), (55.7577715, 37.6072008), (55.75778, 37.6071775), (55.7581266, 37.6075743), (55.7581182, 37.6075976), (55.7581701, 37.6076573), (55.7581822, 37.6076318), (55.7583788, 37.6079208), (55.7584996, 37.6080981), (55.7586102, 37.6081403), (55.7586901, 37.6079791), (55.7588747, 37.6082682), (55.758987, 37.6085089), (55.7590972, 37.6084171), (55.7592356, 37.6087869), (55.7586251, 37.609454), (55.758759, 37.6098339), (55.7592214, 37.6093382), (55.7592446, 37.6094006), (55.7593903, 37.6092422), (55.7596636, 37.6099037), (55.7598189, 37.6102814), (55.7596762, 37.6104672), (55.7595259, 37.6104646), (55.7592017, 37.6107054), (55.7591671, 37.6107582), (55.7591595, 37.6107442), (55.7591395, 37.6107763), (55.7591324, 37.6107556), (55.7591037, 37.6107998), (55.7590931, 37.6107777), (55.7590728, 37.6108085), (55.7591015, 37.6108633), (55.7589713, 37.6110324), (55.7591493, 37.611462), (55.7591743, 37.611516), (55.7591894, 37.6115347), (55.7592014, 37.6115421), (55.7592188, 37.6115408), (55.7592336, 37.6115345), (55.760371, 37.6104243), (55.7601864, 37.609785), (55.7601856, 37.6097696), (55.7601185, 37.6095271), (55.7600931, 37.6095164), (55.7598671, 37.6087078), (55.7597566, 37.6083605), (55.7597051, 37.6082344), (55.7596822, 37.6081782), (55.7596519, 37.6081137), (55.759514, 37.6078475), (55.7594167, 37.607691), (55.7592589, 37.6075323), (55.7592224, 37.607493), (55.7589965, 37.6072637), (55.7588098, 37.6070136), (55.7584742, 37.6065407), (55.7578474, 37.6058219), (55.7575715, 37.6055055), (55.7575632, 37.6055274), (55.7574932, 37.6057222), (55.7573135, 37.6055211)]",35883.88146989164,2160
relation/3419534,55.64132766666667,37.471225786666665,"[(55.6407424, 37.4707426), (55.6409964, 37.4714546), (55.6409724, 37.471526), (55.6412355, 37.472093), (55.641377, 37.4723978), (55.6413877, 37.4723843), (55.6415668, 37.4721596), (55.6419891, 37.4715665), (55.6417912, 37.4709589), (55.6417569, 37.4709932), (55.6416872, 37.4708054), (55.6417417, 37.4707472), (55.6413542, 37.4695233), (55.6405741, 37.4702918), (55.6407424, 37.4707426)]",14437.542074380443,464
relation/3458072,55.824655459999995,37.620146774285715,"[(55.8253519, 37.6185577), (55.8245637, 37.6184126), (55.8244171, 37.6183857), (55.8244061, 37.6185781), (55.824377, 37.6190124), (55.8243732, 37.6190732), (55.8243667, 37.6191789), (55.8243556, 37.6193923), (55.8243355, 37.6197127), (55.8243125, 37.6201122), (55.8243033, 37.6202765), (55.8242719, 37.6207554), (55.8242707, 37.620778), (55.8242702, 37.6208033), (55.8242711, 37.6208294), (55.8242746, 37.620853), (55.824279, 37.6208703), (55.8242838, 37.6208839), (55.8242908, 37.6208988), (55.8242973, 37.6209108), (55.8243092, 37.6209241), (55.8243353, 37.6209368), (55.8244576, 37.6209623), (55.8246858, 37.62101), (55.8247197, 37.6210171), (55.8252327, 37.6211354), (55.8252362, 37.6210694), (55.8252378, 37.6210349), (55.8252395, 37.6209996), (55.8252559, 37.6206418), (55.8252817, 37.6200837), (55.8252832, 37.6200507), (55.8253055, 37.6195565), (55.8253371, 37.6188819), (55.8253519, 37.6185577)]",17153.870905033313,123
relation/3471438,55.79765720526316,37.49498824736842,"[(55.7973078, 37.498022), (55.7984395, 37.4973677), (55.7992711, 37.4958317), (55.7993624, 37.4956631), (55.7995135, 37.4956138), (55.8003411, 37.4929074), (55.800335, 37.4927734), (55.7977653, 37.4902286), (55.7977198, 37.4902366), (55.7968303, 37.493071), (55.7965035, 37.494074), (55.7962561, 37.4948133), (55.7962262, 37.4951346), (55.7962156, 37.495406), (55.7962384, 37.4956935), (55.7962503, 37.4958429), (55.7964904, 37.4964324), (55.7971128, 37.4976427), (55.7973078, 37.498022)]",131614.54186553974,3002
relation/3487976,55.71168153913044,37.64065997826087,"[(55.7117178, 37.6425316), (55.7116722, 37.6422861), (55.7119449, 37.6420842), (55.7125167, 37.64167), (55.7127671, 37.6419222), (55.712868, 37.6418899), (55.7128798, 37.6417855), (55.7124152, 37.6410873), (55.7120677, 37.6405495), (55.7115464, 37.6397181), (55.7114859, 37.6396027), (55.7112411, 37.6391011), (55.7112056, 37.6390421), (55.711158, 37.6390381), (55.7111074, 37.6390435), (55.7110591, 37.639069), (55.7110167, 37.6391172), (55.710988, 37.6391843), (55.710982, 37.6392889), (55.7110107, 37.6394686), (55.7116529, 37.6425813), (55.7116544, 37.6425867), (55.7117178, 37.6425316)]",16988.14197531296,571
relation/3487978,55.71369244,37.64317114,"[(55.7154338, 37.6431414), (55.7133733, 37.641151), (55.7130891, 37.6417723), (55.7129176, 37.6416514), (55.7130027, 37.642083), (55.7131161, 37.642763), (55.7131302, 37.6428442), (55.7132111, 37.6433086), (55.7132377, 37.6433434), (55.7133157, 37.6437786), (55.7133319, 37.6439289), (55.7136296, 37.6453082), (55.7138102, 37.6459041), (55.7153538, 37.6434476), (55.7154338, 37.6431414)]",41204.464679412544,749
relation/3491478,55.69660638333333,37.85360262619048,"[(55.6994441, 37.8529062), (55.6991938, 37.8524773), (55.6990783, 37.8522962), (55.6990671, 37.8522794), (55.6987545, 37.8518109), (55.6985538, 37.8515114), (55.6984949, 37.851424), (55.6984796, 37.8513994), (55.6984189, 37.8513078), (55.6982397, 37.8510294), (55.6978901, 37.8504862), (55.6977197, 37.8502212), (55.6977113, 37.8502108), (55.6976894, 37.8501742), (55.6975973, 37.8500316), (55.6974772, 37.8498367), (55.6972462, 37.8494621), (55.6972328, 37.8494404), (55.6969342, 37.8489561), (55.6968601, 37.8488361), (55.6966397, 37.8484753), (55.6964487, 37.8481654), (55.6962721, 37.8478772), (55.6962176, 37.8478094), (55.6961704, 37.8477749), (55.6961241, 37.8477711), (55.6960962, 37.8477871), (55.6960561, 37.8478305), (55.6955913, 37.8484714), (55.6955145, 37.848572), (55.6951085, 37.8491059), (55.6949116, 37.8492979), (55.6944856, 37.8496715), (55.6941208, 37.8499189), (55.693801, 37.8500958), (55.6930924, 37.8503336), (55.692683, 37.8504427), (55.6925403, 37.8505517), (55.6924301, 37.8506707), (55.6923787, 37.8507919), (55.6923465, 37.8509449), (55.6922633, 37.8517535), (55.6922043, 37.854656), (55.6921116, 37.8584717), (55.6920438, 37.8590174), (55.6918894, 37.8599609), (55.6916806, 37.8607523), (55.6916753, 37.8608137), (55.6916794, 37.8608742), (55.6917103, 37.8609787), (55.6936242, 37.8641329), (55.6960874, 37.860489), (55.6956519, 37.859724), (55.6957337, 37.8595709), (55.6964146, 37.8584101), (55.6967183, 37.8580175), (55.6967652, 37.8578459), (55.696862, 37.8576899), (55.6971508, 37.8582101), (55.6971753, 37.8582542), (55.6973739, 37.8586919), (55.6974199, 37.8587932), (55.6983349, 37.8572051), (55.6983501, 37.8571717), (55.6983571, 37.8571288), (55.6983582, 37.8570854), (55.69835, 37.8570443), (55.6983005, 37.8569493), (55.698246, 37.8568465), (55.6983138, 37.8567318), (55.698866, 37.8557), (55.6989437, 37.8555549), (55.6990107, 37.8554297), (55.6991193, 37.8552268), (55.6992924, 37.8549033), (55.6995392, 37.8544422), (55.6995751, 37.8543751), (55.6998484, 37.8538644), (55.6998683, 37.8538162), (55.6998792, 37.8537476), (55.6998792, 37.8536913), (55.6998666, 37.8536397), (55.699846, 37.8535951), (55.6994441, 37.8529062)]",523661.9859124636,5340
relation/3500636,55.61271521904762,37.517822085714286,"[(55.6125617, 37.518975), (55.6134503, 37.5177132), (55.6134866, 37.5175242), (55.6134754, 37.5174355), (55.613618, 37.5171486), (55.6134893, 37.5168702), (55.6135273, 37.5167975), (55.6133541, 37.5164078), (55.6132991, 37.5166897), (55.6132223, 37.5165536), (55.6130182, 37.516873), (55.6128721, 37.5170845), (55.612826, 37.516999), (55.6123447, 37.5176383), (55.6116271, 37.5185799), (55.611436, 37.5188364), (55.6113773, 37.5189151), (55.6115934, 37.5194301), (55.6118277, 37.5194735), (55.6120513, 37.5193437), (55.6125617, 37.518975)]",19130.94205456972,16
relation/3516572,55.814409224242425,37.559529630303025,"[(55.816805, 37.5610753), (55.8169746, 37.5620208), (55.8174249, 37.5617251), (55.8170514, 37.5587461), (55.8170455, 37.5586992), (55.8170397, 37.5586536), (55.8168881, 37.5574654), (55.8168599, 37.5572375), (55.8166371, 37.5554683), (55.8159788, 37.5553365), (55.8149975, 37.5558856), (55.8149568, 37.5559768), (55.8149215, 37.5559972), (55.8142259, 37.5563952), (55.8138352, 37.5566228), (55.8138144, 37.5565263), (55.8112395, 37.5580706), (55.8112191, 37.558089), (55.8112063, 37.5581118), (55.8111999, 37.558146), (55.8112089, 37.558182), (55.8112254, 37.5582457), (55.8119495, 37.5609497), (55.812643, 37.5635398), (55.8127819, 37.5640583), (55.8128035, 37.5641021), (55.8128309, 37.5641337), (55.8128562, 37.5641489), (55.8128862, 37.5641484), (55.8147909, 37.5626124), (55.815677, 37.5619084), (55.8167249, 37.561124), (55.816805, 37.5610753)]",232180.9355817443,3868
relation/3544777,55.68172638541666,37.86908300625,"[(55.6823873, 37.871124), (55.6834488, 37.8712229), (55.6834038, 37.8725252), (55.6841044, 37.8725904), (55.6869964, 37.8669262), (55.6872918, 37.8651865), (55.6872281, 37.8646008), (55.6865023, 37.8641738), (55.6844604, 37.8630109), (55.6842646, 37.8628994), (55.6826172, 37.8619567), (55.6816025, 37.8613782), (55.6815539, 37.8616528), (55.6814867, 37.8619981), (55.6810666, 37.8617461), (55.6807605, 37.8634154), (55.6805521, 37.863506), (55.6803065, 37.8648168), (55.6802565, 37.8650838), (55.6804379, 37.8659059), (55.6805616, 37.866542), (55.6806732, 37.866831), (55.6810174, 37.8683959), (55.6813044, 37.8696945), (55.6810956, 37.8698968), (55.6812605, 37.8703159), (55.6813154, 37.8706449), (55.6810895, 37.8710798), (55.6810137, 37.8709825), (55.6808589, 37.8713573), (55.6808831, 37.8714117), (55.6808524, 37.8715032), (55.6805701, 37.872084), (55.6804766, 37.8722013), (55.6799781, 37.8717636), (55.6797453, 37.8725851), (55.6793663, 37.8726507), (55.6791792, 37.8733709), (55.6792031, 37.8738698), (55.6799151, 37.8749487), (55.6799835, 37.8754535), (55.6803413, 37.8757093), (55.6809673, 37.8762689), (55.6819983, 37.8741887), (55.6818698, 37.8727056), (55.6820724, 37.8715821), (55.6821588, 37.8711027), (55.6823873, 37.871124)]",411605.1082148645,12714
relation/3553055,55.77792701875,37.5421396125,"[(55.7785207, 37.5426783), (55.7787545, 37.5424121), (55.778664, 37.5422969), (55.7779246, 37.5408706), (55.7771308, 37.5393627), (55.7764423, 37.5405271), (55.7770075, 37.5415051), (55.7775007, 37.5422722), (55.7776251, 37.5424652), (55.7777865, 37.5426372), (55.7778381, 37.5426923), (55.7780478, 37.5429159), (55.778311, 37.5430948), (55.7783612, 37.5429465), (55.7783968, 37.5428786), (55.7785207, 37.5426783)]",24345.358970891684,2285
